name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Nîmes Olympique,31,25.0,14,€2.84m,€88.15m,9 ,53,-1,38,FR1
Stade Reims,37,24.5,22,€2.35m,€86.95m,8 ,55,-3,38,FR1
Angers SCO,38,26.5,19,€2.10m,€79.70m,13 ,46,-5,38,FR1
EA Guingamp,37,25.3,16,€1.91m,€70.65m,20 ,27,-40,38,FR1
Amiens SC,36,25.4,18,€1.96m,€70.50m,15 ,38,-21,38,FR1
SM Caen,39,24.8,19,€1.73m,€67.55m,19 ,33,-25,38,FR1
Dijon FCO,32,25.8,18,€2.06m,€65.80m,18 ,34,-29,38,FR1
Olympique Lyon,28,24.9,12,€6.19m,€173.23m,1 ,84,42,38,FR1
AS Monaco,35,25.3,16,€3.26m,€114.00m,10 ,52,6,38,FR1
Olympique Marseille,47,24.6,25,€2.05m,€96.30m,5 ,60,9,38,FR1
Paris Saint-Germain,31,25.5,17,€2.74m,€84.98m,9 ,52,6,38,FR1
Stade Rennais FC,34,22.9,21,€2.28m,€77.55m,7 ,59,-1,38,FR1
LOSC Lille,33,23.7,15,€2.33m,€76.75m,3 ,62,25,38,FR1
FC Girondins Bordeaux,29,25.2,14,€2.37m,€68.65m,2 ,69,18,38,FR1
RC Lens,29,25.3,16,€2.34m,€68.00m,4 ,60,14,38,FR1
AJ Auxerre,35,24.7,13,€1.79m,€62.75m,6 ,59,11,38,FR1
AS Saint-Étienne,29,23.7,15,€2.15m,€62.30m,13 ,47,-10,38,FR1
FC Nantes,34,23.9,16,€1.52m,€51.60m,14 ,45,-4,38,FR1
FC Sochaux-Montbéliard,35,24.1,21,€1.46m,€51.00m,15 ,44,-13,38,FR1
FC Toulouse,30,24.2,11,€1.56m,€46.80m,16 ,41,-11,38,FR1
RC Strasbourg Alsace,35,23.6,17,€1.28m,€44.85m,19 ,29,-23,38,FR1
OGC Nice,29,25.6,13,€1.36m,€39.50m,8 ,58,5,38,FR1
Le Mans Union Club 72,30,24.0,11,€1.25m,€37.50m,11 ,52,-3,38,FR1
FC Metz,42,23.6,27,€881k,€37.00m,20 ,29,-33,38,FR1
AS Nancy-Lorraine,31,24.0,14,€916k,€28.40m,12 ,48,-2,38,FR1
ESTAC Troyes,33,26.5,12,€852k,€28.13m,17 ,39,-10,38,FR1
AC Ajaccio,33,25.8,13,€761k,€25.10m,18 ,33,-26,38,FR1
Paris Saint-Germain,33,25.0,18,€12.19m,€402.30m,1 ,89,61,38,FR1
AS Monaco,45,25.1,32,€5.39m,€242.55m,2 ,80,32,38,FR1
Olympique Marseille,36,25.0,21,€3.93m,€141.30m,6 ,60,13,38,FR1
Olympique Lyon,36,24.2,16,€3.01m,€108.50m,5 ,61,12,38,FR1
AS Saint-Étienne,34,25.3,12,€3.10m,€105.40m,4 ,69,22,38,FR1
Stade Rennais FC,39,24.2,26,€2.37m,€92.60m,12 ,46,2,38,FR1
LOSC Lille,32,25.3,19,€2.32m,€74.10m,3 ,71,20,38,FR1
FC Toulouse,39,23.8,24,€1.73m,€67.40m,9 ,49,-7,38,FR1
FC Girondins Bordeaux,38,25.4,23,€1.65m,€62.70m,7 ,53,6,38,FR1
FC Lorient,38,24.1,19,€1.50m,€57.15m,8 ,49,-5,38,FR1
OGC Nice,42,22.9,17,€1.34m,€56.10m,17 ,42,-14,38,FR1
Montpellier HSC,31,25.1,18,€1.69m,€52.35m,15 ,42,-8,38,FR1
FC Sochaux-Montbéliard,44,24.3,28,€1.08m,€47.45m,18 ,40,-24,38,FR1
FC Nantes,34,25.1,22,€1.16m,€39.55m,13 ,46,-5,38,FR1
Stade Reims,35,25.0,20,€1.11m,€38.73m,11 ,48,-8,38,FR1
Valenciennes FC,34,25.5,19,€1.08m,€36.65m,19 ,29,-28,38,FR1
SC Bastia,35,26.5,13,€1.02m,€35.60m,10 ,49,-14,38,FR1
FC Évian Thonon Gaillard,35,25.9,21,€1.00m,€35.00m,14 ,44,-12,38,FR1
AC Ajaccio,38,25.4,21,€745k,€28.30m,20 ,23,-35,38,FR1
EA Guingamp,30,26.6,14,€714k,€21.43m,16 ,42,-8,38,FR1
Paris Saint-Germain,35,24.9,20,€12.47m,€436.30m,1 ,96,83,38,FR1
AS Monaco,39,23.3,26,€5.83m,€227.40m,3 ,65,7,38,FR1
Olympique Lyon,33,25.0,14,€5.04m,€166.30m,2 ,65,24,38,FR1
Olympique Marseille,38,23.9,22,€3.41m,€129.50m,13 ,48,6,38,FR1
AS Saint-Étienne,40,25.1,15,€2.43m,€97.20m,6 ,58,5,38,FR1
Stade Rennais FC,38,24.6,22,€2.48m,€94.15m,8 ,52,-2,38,FR1
FC Girondins Bordeaux,42,23.5,25,€2.16m,€90.70m,11 ,50,-7,38,FR1
OGC Nice,35,23.4,13,€2.03m,€70.95m,4 ,63,17,38,FR1
LOSC Lille,34,25.5,19,€2.08m,€70.80m,5 ,60,12,38,FR1
FC Lorient,35,24.7,20,€1.66m,€58.05m,15 ,46,-11,38,FR1
Montpellier HSC,32,25.9,16,€1.39m,€44.40m,12 ,49,2,38,FR1
Stade Reims,35,25.7,19,€1.23m,€42.95m,18 ,39,-13,38,FR1
FC Toulouse,32,24.1,20,€1.34m,€42.90m,17 ,40,-10,38,FR1
FC Nantes,32,24.8,17,€1.23m,€39.30m,14 ,48,-11,38,FR1
SM Caen,30,25.6,15,€1.23m,€36.80m,7 ,54,-13,38,FR1
EA Guingamp,31,26.8,10,€1.08m,€33.50m,16 ,44,-9,38,FR1
Angers SCO,34,27.3,19,€951k,€32.35m,9 ,50,2,38,FR1
ESTAC Troyes,37,26.3,17,€830k,€30.70m,20 ,18,-55,38,FR1
SC Bastia,31,25.8,15,€782k,€24.25m,10 ,50,-6,38,FR1
GFC Ajaccio,30,25.8,12,€613k,€18.40m,19 ,37,-21,38,FR1
Paris Saint-Germain,35,26.5,19,€6.03m,€211.10m,2 ,79,34,38,FR1
Olympique Lyon,42,23.3,21,€3.90m,€163.85m,4 ,64,13,38,FR1
Olympique Marseille,35,25.3,20,€4.19m,€146.50m,10 ,48,4,38,FR1
LOSC Lille,29,26.4,17,€5.01m,€145.35m,3 ,74,33,38,FR1
Stade Rennais FC,32,23.7,25,€3.18m,€101.80m,6 ,60,9,38,FR1
Montpellier HSC,31,26.0,16,€2.78m,€86.20m,1 ,82,34,38,FR1
AS Saint-Étienne,36,25.2,16,€2.38m,€85.60m,7 ,57,4,38,FR1
FC Toulouse,33,23.0,15,€2.52m,€83.05m,8 ,56,3,38,FR1
FC Girondins Bordeaux,30,25.2,17,€2.74m,€82.05m,5 ,61,12,38,FR1
FC Sochaux-Montbéliard,36,23.3,20,€1.63m,€58.80m,14 ,42,-20,38,FR1
FC Lorient,36,24.9,19,€1.50m,€54.05m,17 ,39,-14,38,FR1
AS Nancy-Lorraine,37,25.4,22,€1.46m,€53.90m,11 ,45,-10,38,FR1
OGC Nice,34,24.9,18,€1.54m,€52.45m,13 ,42,-7,38,FR1
AJ Auxerre,42,24.0,26,€1.21m,€50.90m,20 ,34,-11,38,FR1
Valenciennes FC,36,24.4,16,€1.24m,€44.50m,12 ,43,-10,38,FR1
Stade Brestois 29,37,26.1,23,€1.17m,€43.20m,15 ,41,-7,38,FR1
Dijon FCO,34,24.9,13,€1.08m,€36.80m,19 ,36,-25,38,FR1
FC Évian Thonon Gaillard,33,27.0,16,€997k,€32.90m,9 ,50,-1,38,FR1
SM Caen,28,25.4,10,€1.14m,€31.80m,18 ,38,-20,38,FR1
AC Ajaccio,33,26.2,15,€805k,€26.55m,16 ,41,-21,38,FR1
Paris Saint-Germain,36,26.9,18,€8.71m,€313.60m,1 ,83,46,38,FR1
Olympique Lyon,52,23.9,24,€2.99m,€155.65m,3 ,67,23,38,FR1
Olympique Marseille,43,24.1,27,€3.50m,€150.65m,2 ,71,6,38,FR1
LOSC Lille,28,26.3,12,€4.09m,€114.60m,6 ,62,19,38,FR1
Stade Rennais FC,35,23.9,22,€2.79m,€97.80m,13 ,46,-11,38,FR1
AS Saint-Étienne,34,24.8,17,€2.87m,€97.60m,5 ,63,28,38,FR1
FC Toulouse,32,23.6,17,€2.56m,€82.00m,10 ,51,2,38,FR1
FC Girondins Bordeaux,30,26.1,17,€2.70m,€80.95m,7 ,55,6,38,FR1
Montpellier HSC,36,25.3,17,€2.19m,€78.70m,9 ,52,3,38,FR1
FC Lorient,35,25.7,18,€1.82m,€63.75m,8 ,53,-1,38,FR1
OGC Nice,39,23.3,16,€1.52m,€59.15m,4 ,64,11,38,FR1
Valenciennes FC,32,25.6,16,€1.55m,€49.75m,11 ,48,-4,38,FR1
FC Sochaux-Montbéliard,34,24.7,23,€1.38m,€46.85m,15 ,41,-16,38,FR1
AS Nancy-Lorraine,37,23.2,21,€996k,€36.85m,18 ,38,-20,38,FR1
Stade Brestois 29,37,25.4,20,€976k,€36.10m,20 ,29,-30,38,FR1
SC Bastia,37,25.8,13,€974k,€36.05m,12 ,47,-16,38,FR1
FC Évian Thonon Gaillard,35,26.5,19,€987k,€34.55m,16 ,40,-7,38,FR1
AC Ajaccio,32,27.2,18,€1.07m,€34.10m,17 ,40,-12,38,FR1
Stade Reims,29,25.9,15,€1.02m,€29.50m,14 ,43,-9,38,FR1
ESTAC Troyes,31,26.2,13,€703k,€21.80m,19 ,37,-18,38,FR1
Bayern Munich,38,23.7,21,€20.46m,€777.33m,1 ,82,68,34,L1
Borussia Dortmund,37,24.5,20,€17.68m,€654.05m,2 ,69,43,34,L1
RB Leipzig,38,23.0,26,€15.01m,€570.48m,3 ,66,44,34,L1
Bayer 04 Leverkusen,29,25.1,18,€13.76m,€398.95m,5 ,63,17,34,L1
Borussia Mönchengladbach,34,25.8,19,€7.49m,€254.70m,4 ,65,26,34,L1
TSG 1899 Hoffenheim,37,26.3,25,€6.11m,€226.05m,6 ,52,0,34,L1
FC Schalke 04,33,24.2,20,€6.71m,€221.58m,12 ,39,-20,34,L1
Hertha BSC,42,24.2,21,€5.17m,€217.20m,10 ,41,-11,34,L1
Eintracht Frankfurt,35,26.4,23,€5.97m,€208.98m,9 ,45,-1,34,L1
VfL Wolfsburg,38,24.7,23,€5.46m,€207.60m,7 ,49,2,34,L1
SV Werder Bremen,36,26.2,18,€3.75m,€135.13m,16 ,31,-27,34,L1
SC Freiburg,30,25.8,10,€4.09m,€122.65m,8 ,48,1,34,L1
1.FSV Mainz 05,35,23.9,19,€3.47m,€121.58m,13 ,37,-21,34,L1
FC Augsburg,37,25.4,18,€3.05m,€112.95m,15 ,36,-18,34,L1
1. FC Köln,35,25.3,13,€2.81m,€98.48m,14 ,36,-18,34,L1
Fortuna Düsseldorf,37,26.2,16,€1.94m,€71.78m,17 ,30,-31,34,L1
1.FC Union Berlin,34,26.2,11,€1.21m,€41.20m,11 ,41,-17,34,L1
SC Paderborn 07,32,25.3,15,€903k,€28.90m,18 ,20,-37,34,L1
Olympique Lyon,29,24.0,12,€4.62m,€133.90m,1 ,79,34,38,FR1
AS Monaco,32,24.2,17,€3.24m,€103.80m,3 ,63,17,38,FR1
Paris Saint-Germain,34,25.1,21,€2.40m,€81.75m,9 ,51,-1,38,FR1
Olympique Marseille,29,25.7,14,€2.71m,€78.60m,5 ,55,5,38,FR1
Stade Rennais FC,31,22.7,16,€1.98m,€61.30m,4 ,55,7,38,FR1
LOSC Lille,30,23.9,14,€1.88m,€56.25m,2 ,67,23,38,FR1
FC Girondins Bordeaux,26,24.7,12,€2.02m,€52.60m,15 ,44,-4,38,FR1
RC Lens,28,24.9,16,€1.88m,€52.50m,7 ,52,6,38,FR1
FC Sochaux-Montbéliard,30,24.7,15,€1.66m,€49.65m,10 ,50,1,38,FR1
AJ Auxerre,37,24.4,12,€1.29m,€47.85m,8 ,52,1,38,FR1
FC Nantes,38,23.3,19,€1.25m,€47.55m,17 ,43,-5,38,FR1
AS Saint-Étienne,29,23.9,12,€1.29m,€37.50m,6 ,53,13,38,FR1
FC Toulouse,29,24.0,9,€1.28m,€37.10m,13 ,46,-7,38,FR1
FC Metz,32,23.2,17,€1.12m,€35.70m,16 ,44,-12,38,FR1
RC Strasbourg Alsace,32,24.0,16,€1.10m,€35.10m,11 ,48,-1,38,FR1
OGC Nice,31,26.3,12,€1.10m,€34.10m,12 ,46,-7,38,FR1
SC Bastia,32,24.8,16,€995k,€31.85m,19 ,41,-16,38,FR1
AC Ajaccio,29,26.4,16,€847k,€24.55m,14 ,45,-4,38,FR1
SM Caen,33,24.6,12,€688k,€22.70m,18 ,42,-24,38,FR1
FC Istres Ouest Provence ,33,26.2,13,€561k,€18.50m,20 ,32,-26,38,FR1
Bayern Munich,33,26.1,18,€17.05m,€562.55m,1 ,82,67,34,L1
Borussia Dortmund,31,25.2,16,€12.60m,€390.65m,3 ,64,32,34,L1
Bayer 04 Leverkusen,39,23.8,22,€6.80m,€265.03m,12 ,41,-2,34,L1
FC Schalke 04,39,24.7,22,€5.57m,€217.25m,10 ,43,5,34,L1
VfL Wolfsburg,43,24.5,21,€4.72m,€203.08m,16 ,37,-18,34,L1
RB Leipzig,33,23.6,17,€5.34m,€176.33m,2 ,67,27,34,L1
Borussia Mönchengladbach,33,24.4,16,€4.91m,€162.18m,9 ,45,-4,34,L1
TSG 1899 Hoffenheim,33,24.5,16,€4.20m,€138.63m,4 ,62,27,34,L1
1. FC Köln,30,25.4,14,€3.87m,€116.15m,5 ,49,9,34,L1
1.FSV Mainz 05,39,24.3,23,€2.48m,€96.73m,15 ,37,-11,34,L1
Hertha BSC,33,25.0,15,€2.93m,€96.53m,6 ,49,-4,34,L1
SV Werder Bremen,41,25.5,20,€2.18m,€89.45m,8 ,45,-3,34,L1
SC Freiburg,36,25.0,14,€2.41m,€86.73m,7 ,48,-18,34,L1
Hamburger SV,38,24.6,21,€2.12m,€80.48m,14 ,38,-28,34,L1
Eintracht Frankfurt,35,24.1,22,€2.07m,€72.30m,11 ,42,-7,34,L1
FC Augsburg,37,26.3,21,€1.78m,€65.85m,13 ,38,-16,34,L1
FC Ingolstadt 04,32,24.8,15,€1.21m,€38.63m,17 ,32,-21,34,L1
SV Darmstadt 98,39,26.7,17,€666k,€25.98m,18 ,25,-35,34,L1
Olympique Lyon,37,23.8,20,€5.72m,€211.70m,3 ,71,23,38,FR1
Olympique Marseille,32,25.7,17,€4.59m,€146.90m,2 ,77,32,38,FR1
FC Girondins Bordeaux,26,25.1,13,€4.75m,€123.50m,1 ,80,30,38,FR1
Paris Saint-Germain,31,24.7,13,€3.01m,€93.35m,6 ,64,11,38,FR1
LOSC Lille,33,24.0,14,€2.53m,€83.45m,5 ,64,12,38,FR1
AS Saint-Étienne,34,24.1,13,€2.36m,€80.15m,17 ,40,-16,38,FR1
Stade Rennais FC,38,24.5,17,€2.09m,€79.40m,7 ,61,8,38,FR1
AS Monaco,37,24.0,27,€2.10m,€77.65m,11 ,45,-4,38,FR1
FC Toulouse,29,24.3,10,€2.44m,€70.65m,4 ,64,18,38,FR1
AS Nancy-Lorraine,28,25.7,15,€2.03m,€56.70m,15 ,42,-9,38,FR1
OGC Nice,31,25.6,16,€1.81m,€56.25m,9 ,50,-1,38,FR1
AJ Auxerre,29,24.4,17,€1.83m,€53.15m,8 ,55,0,38,FR1
Le Mans Union Club 72,30,23.7,18,€1.73m,€52.00m,16 ,40,-11,38,FR1
FC Sochaux-Montbéliard,33,25.1,17,€1.54m,€50.90m,14 ,42,-8,38,FR1
FC Lorient,30,26.4,10,€1.64m,€49.25m,10 ,45,0,38,FR1
Valenciennes FC,26,27.6,14,€1.61m,€41.75m,12 ,44,-7,38,FR1
SM Caen,30,26.3,11,€1.33m,€39.75m,18 ,37,-7,38,FR1
FC Nantes,35,25.6,20,€1.09m,€38.10m,19 ,37,-21,38,FR1
Grenoble Foot 38,35,26.9,18,€989k,€34.60m,13 ,44,-13,38,FR1
AC Le Havre,43,23.8,17,€737k,€31.70m,20 ,26,-37,38,FR1
Olympique Lyon,32,25.7,15,€6.67m,€213.35m,1 ,79,37,38,FR1
Olympique Marseille,36,25.3,20,€3.84m,€138.35m,3 ,62,13,38,FR1
FC Girondins Bordeaux,31,24.4,16,€3.25m,€100.75m,2 ,75,27,38,FR1
AS Monaco,35,24.7,24,€2.56m,€89.75m,12 ,47,-8,38,FR1
RC Lens,35,25.7,20,€2.36m,€82.50m,18 ,40,-9,38,FR1
AS Saint-Étienne,26,24.9,14,€3.09m,€80.40m,5 ,58,13,38,FR1
LOSC Lille,36,23.6,19,€2.08m,€74.90m,7 ,57,13,38,FR1
Paris Saint-Germain,32,24.6,15,€2.30m,€73.45m,16 ,43,-8,38,FR1
Stade Rennais FC,36,24.9,13,€2.03m,€73.15m,6 ,58,3,38,FR1
Le Mans Union Club 72,32,23.5,20,€2.18m,€69.85m,9 ,53,-3,38,FR1
FC Toulouse,32,24.7,15,€2.17m,€69.50m,17 ,42,-6,38,FR1
OGC Nice,32,26.0,14,€2.13m,€68.10m,8 ,55,5,38,FR1
AS Nancy-Lorraine,28,25.5,14,€2.42m,€67.70m,4 ,60,14,38,FR1
FC Sochaux-Montbéliard,32,24.8,15,€1.76m,€56.30m,14 ,44,-9,38,FR1
AJ Auxerre,33,24.2,18,€1.67m,€55.00m,15 ,44,-19,38,FR1
Valenciennes FC,25,27.0,12,€1.87m,€46.80m,13 ,45,2,38,FR1
RC Strasbourg Alsace,36,24.6,16,€1.15m,€41.40m,19 ,35,-21,38,FR1
FC Lorient,31,25.4,13,€1.29m,€39.85m,10 ,52,-3,38,FR1
SM Caen,29,25.9,7,€1.34m,€38.75m,11 ,51,-5,38,FR1
FC Metz,44,24.0,25,€703k,€30.95m,20 ,24,-36,38,FR1
Bayern Munich,34,25.9,19,€17.53m,€596.05m,1 ,88,63,34,L1
Borussia Dortmund,30,24.9,13,€11.77m,€352.95m,2 ,78,48,34,L1
VfL Wolfsburg,35,25.5,19,€7.73m,€270.43m,8 ,45,-2,34,L1
Bayer 04 Leverkusen,33,24.2,21,€7.31m,€241.30m,3 ,60,16,34,L1
FC Schalke 04,32,24.9,14,€7.04m,€225.20m,5 ,52,2,34,L1
Borussia Mönchengladbach,29,25.4,17,€6.42m,€186.15m,4 ,55,17,34,L1
TSG 1899 Hoffenheim,30,24.9,16,€3.01m,€90.20m,15 ,37,-15,34,L1
1.FSV Mainz 05,39,25.3,22,€2.18m,€85.15m,6 ,50,4,34,L1
VfB Stuttgart,34,24.8,19,€2.39m,€81.18m,17 ,33,-25,34,L1
Hertha BSC,34,25.3,15,€2.32m,€78.93m,7 ,50,0,34,L1
Eintracht Frankfurt,35,24.9,21,€2.19m,€76.60m,16 ,36,-18,34,L1
FC Augsburg,39,25.9,21,€1.95m,€75.93m,12 ,38,-10,34,L1
1. FC Köln,25,25.0,12,€2.75m,€68.63m,9 ,43,-4,34,L1
SV Werder Bremen,39,24.6,18,€1.66m,€64.68m,13 ,38,-15,34,L1
Hamburger SV,35,25.8,18,€1.81m,€63.20m,10 ,41,-6,34,L1
Hannover 96,39,24.6,21,€1.56m,€60.83m,18 ,25,-31,34,L1
FC Ingolstadt 04,29,25.2,16,€1.23m,€35.65m,11 ,40,-9,34,L1
SV Darmstadt 98,30,27.3,8,€838k,€25.15m,14 ,38,-15,34,L1
Olympique Lyon,35,25.2,15,€6.76m,€236.45m,1 ,81,37,38,FR1
Olympique Marseille,32,24.8,16,€3.72m,€119.05m,2 ,64,15,38,FR1
LOSC Lille,32,24.2,16,€3.19m,€102.15m,10 ,50,2,38,FR1
AS Monaco,36,25.1,21,€2.72m,€97.80m,9 ,51,7,38,FR1
FC Girondins Bordeaux,35,24.3,19,€2.47m,€86.40m,6 ,57,4,38,FR1
Paris Saint-Germain,33,25.1,15,€2.60m,€85.90m,15 ,48,0,38,FR1
RC Lens,31,24.8,20,€2.64m,€81.85m,5 ,57,6,38,FR1
AS Saint-Étienne,31,24.7,17,€2.62m,€81.10m,11 ,49,2,38,FR1
Stade Rennais FC,33,24.1,19,€2.39m,€78.85m,4 ,57,8,38,FR1
AJ Auxerre,38,23.7,18,€1.81m,€68.75m,8 ,54,0,38,FR1
FC Sochaux-Montbéliard,32,25.3,17,€1.77m,€56.63m,7 ,57,-2,38,FR1
AS Nancy-Lorraine,33,25.4,16,€1.43m,€47.35m,13 ,49,-7,38,FR1
FC Toulouse,33,24.0,15,€1.41m,€46.40m,3 ,58,4,38,FR1
Le Mans Union Club 72,31,23.3,16,€1.48m,€46.00m,12 ,49,-1,38,FR1
FC Nantes,37,24.4,22,€1.12m,€41.40m,20 ,34,-23,38,FR1
OGC Nice,29,25.4,13,€1.41m,€41.00m,16 ,43,-6,38,FR1
ESTAC Troyes,33,26.7,14,€895k,€29.55m,18 ,39,-15,38,FR1
CS Sedan-Ardennes,31,26.0,12,€834k,€25.85m,19 ,35,-12,38,FR1
FC Lorient,34,25.6,14,€714k,€24.28m,14 ,49,-7,38,FR1
Valenciennes FC,27,27.4,9,€877k,€23.68m,17 ,43,-12,38,FR1
Bayern Munich,29,25.3,13,€15.94m,€462.40m,1 ,91,80,34,L1
Borussia Dortmund,31,24.2,10,€9.75m,€302.30m,2 ,66,39,34,L1
FC Schalke 04,34,24.8,22,€5.40m,€183.55m,4 ,55,8,34,L1
Bayer 04 Leverkusen,33,23.6,11,€4.71m,€155.30m,3 ,65,26,34,L1
VfL Wolfsburg,36,25.8,26,€3.03m,€109.00m,11 ,43,-5,34,L1
Hamburger SV,30,25.1,18,€3.50m,€104.95m,7 ,48,-11,34,L1
VfB Stuttgart,34,25.4,19,€2.74m,€93.13m,12 ,43,-18,34,L1
Borussia Mönchengladbach,29,24.3,14,€3.01m,€87.33m,8 ,47,-4,34,L1
Hannover 96,35,25.6,20,€2.38m,€83.15m,9 ,45,-2,34,L1
TSG 1899 Hoffenheim,43,23.7,24,€1.82m,€78.25m,16 ,31,-25,34,L1
SV Werder Bremen,32,23.5,14,€2.44m,€78.00m,14 ,34,-16,34,L1
Eintracht Frankfurt,31,25.4,13,€2.21m,€68.40m,6 ,51,3,34,L1
SC Freiburg,32,24.1,15,€2.06m,€65.80m,5 ,51,5,34,L1
1.FSV Mainz 05,32,26.4,18,€1.64m,€52.43m,13 ,42,-2,34,L1
1.FC Nuremberg,32,24.1,13,€1.46m,€46.83m,10 ,44,-8,34,L1
FC Augsburg,33,26.2,18,€1.17m,€38.45m,15 ,33,-18,34,L1
SpVgg Greuther Fürth,37,24.8,18,€901k,€33.33m,18 ,21,-34,34,L1
Fortuna Düsseldorf,35,25.7,19,€890k,€31.15m,17 ,30,-18,34,L1
Bayern Munich,33,24.8,16,€16.88m,€556.88m,1 ,90,71,34,L1
Borussia Dortmund,31,24.7,11,€10.52m,€326.05m,2 ,71,42,34,L1
FC Schalke 04,38,24.4,18,€5.35m,€203.25m,3 ,64,20,34,L1
Bayer 04 Leverkusen,35,24.3,14,€5.03m,€175.88m,4 ,61,19,34,L1
VfL Wolfsburg,36,25.3,24,€4.31m,€155.23m,5 ,60,13,34,L1
Borussia Mönchengladbach,28,25.0,14,€3.98m,€111.38m,6 ,55,16,34,L1
VfB Stuttgart,35,25.0,18,€3.09m,€108.30m,15 ,32,-13,34,L1
Hamburger SV,34,24.9,18,€3.02m,€102.78m,16 ,27,-24,34,L1
TSG 1899 Hoffenheim,43,23.7,25,€2.27m,€97.40m,9 ,44,2,34,L1
Eintracht Frankfurt,33,24.7,11,€2.61m,€86.20m,13 ,36,-17,34,L1
Hannover 96,36,25.2,20,€2.23m,€80.23m,10 ,42,-13,34,L1
SC Freiburg,35,23.7,16,€2.05m,€71.68m,14 ,36,-18,34,L1
Hertha BSC,32,25.9,14,€2.13m,€68.08m,11 ,41,-8,34,L1
SV Werder Bremen,39,23.7,17,€1.70m,€66.40m,12 ,39,-24,34,L1
1.FSV Mainz 05,32,26.6,16,€1.86m,€59.45m,7 ,53,-2,34,L1
1.FC Nuremberg,33,24.2,16,€1.71m,€56.45m,17 ,26,-33,34,L1
FC Augsburg,35,25.2,20,€1.31m,€45.95m,8 ,52,0,34,L1
Eintracht Braunschweig,33,25.9,11,€866k,€28.58m,18 ,25,-31,34,L1
Bayern Munich,38,24.7,21,€20.80m,€790.33m,1 ,77,60,34,L1
Borussia Dortmund,44,23.9,24,€12.70m,€558.98m,2 ,69,33,34,L1
RB Leipzig,34,23.9,23,€14.68m,€498.95m,4 ,58,35,34,L1
Bayer 04 Leverkusen,35,24.6,24,€13.00m,€455.05m,3 ,64,33,34,L1
VfL Wolfsburg,37,25.3,24,€7.28m,€269.30m,12 ,42,-11,34,L1
Borussia Mönchengladbach,31,25.4,15,€7.64m,€236.80m,10 ,45,-7,34,L1
Eintracht Frankfurt,36,25.2,23,€6.35m,€228.75m,11 ,42,-4,34,L1
TSG 1899 Hoffenheim,40,24.9,21,€5.29m,€211.43m,9 ,46,-2,34,L1
SC Freiburg,32,25.0,12,€5.51m,€176.35m,6 ,55,12,34,L1
VfB Stuttgart,39,23.5,21,€4.47m,€174.23m,15 ,33,-18,34,L1
Hertha BSC,45,24.7,20,€3.46m,€155.73m,16 ,33,-34,34,L1
1.FSV Mainz 05,34,24.9,17,€3.85m,€131.03m,8 ,46,5,34,L1
1.FC Union Berlin,40,26.6,15,€2.90m,€115.90m,5 ,57,6,34,L1
1. FC Köln,31,25.4,12,€3.20m,€99.28m,7 ,52,3,34,L1
FC Augsburg,32,25.5,19,€2.98m,€95.30m,14 ,38,-17,34,L1
Arminia Bielefeld,34,24.6,20,€1.94m,€65.85m,17 ,28,-26,34,L1
VfL Bochum,33,27.3,15,€1.58m,€52.25m,13 ,42,-14,34,L1
SpVgg Greuther Fürth,34,24.6,14,€1.09m,€36.95m,18 ,18,-54,34,L1
Bayern Munich,45,23.9,22,€19.07m,€858.23m,1 ,78,55,34,L1
Borussia Dortmund,32,25.0,16,€19.64m,€628.40m,3 ,64,29,34,L1
RB Leipzig,32,23.7,23,€17.97m,€574.95m,2 ,65,28,34,L1
Bayer 04 Leverkusen,33,25.0,22,€11.31m,€373.25m,6 ,52,14,34,L1
Borussia Mönchengladbach,33,25.7,19,€9.11m,€300.75m,8 ,49,8,34,L1
Eintracht Frankfurt,36,25.6,24,€7.48m,€269.15m,5 ,60,16,34,L1
VfL Wolfsburg,30,26.0,20,€8.56m,€256.83m,4 ,61,24,34,L1
Hertha BSC,38,24.4,20,€6.02m,€228.88m,14 ,35,-11,34,L1
TSG 1899 Hoffenheim,37,25.1,25,€6.17m,€228.15m,11 ,43,-2,34,L1
VfB Stuttgart,32,23.8,16,€5.91m,€189.25m,9 ,45,1,34,L1
1.FSV Mainz 05,36,24.9,18,€4.54m,€163.30m,12 ,39,-17,34,L1
SC Freiburg,30,25.2,13,€4.64m,€139.10m,10 ,45,0,34,L1
FC Schalke 04,45,24.8,26,€2.73m,€123.05m,18 ,16,-61,34,L1
1. FC Köln,36,24.9,17,€3.28m,€118.20m,16 ,33,-26,34,L1
SV Werder Bremen,33,25.2,15,€3.39m,€111.98m,17 ,31,-21,34,L1
FC Augsburg,31,25.8,18,€3.00m,€93.05m,13 ,36,-18,34,L1
1.FC Union Berlin,33,25.8,10,€2.49m,€82.05m,7 ,50,7,34,L1
Arminia Bielefeld,33,24.9,15,€1.72m,€56.73m,15 ,35,-26,34,L1
Bayern Munich,33,25.5,17,€17.43m,€575.13m,1 ,79,62,34,L1
Borussia Dortmund,37,24.7,17,€8.64m,€319.50m,7 ,46,5,34,L1
VfL Wolfsburg,30,26.1,18,€7.37m,€221.05m,2 ,69,34,34,L1
FC Schalke 04,36,24.0,15,€5.89m,€212.00m,6 ,48,2,34,L1
Bayer 04 Leverkusen,26,24.9,14,€6.82m,€177.35m,4 ,61,25,34,L1
