name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Southampton FC,41,25.9,25,€2.08m,€85.48m,20 ,32,-21,38,GB1
Aston Villa,26,24.7,16,€3.24m,€84.18m,10 ,47,-7,38,GB1
Everton FC,27,26.8,16,€2.75m,€74.28m,4 ,61,-1,38,GB1
Blackburn Rovers,35,27.1,26,€2.11m,€73.88m,15 ,42,-11,38,GB1
Fulham FC,34,25.9,23,€1.92m,€65.23m,13 ,44,-8,38,GB1
Bolton Wanderers,29,28.0,20,€2.19m,€63.58m,6 ,58,5,38,GB1
Portsmouth FC,36,26.0,23,€1.75m,€63.00m,16 ,39,-16,38,GB1
Charlton Athletic,26,26.5,15,€2.22m,€57.80m,11 ,46,-16,38,GB1
West Bromwich Albion,32,27.1,19,€1.58m,€50.40m,17 ,34,-25,38,GB1
Crystal Palace,35,24.8,17,€1.10m,€38.53m,18 ,33,-21,38,GB1
Norwich City,27,27.0,12,€1.15m,€30.95m,19 ,33,-35,38,GB1
Chelsea FC,30,24.8,21,€12.11m,€363.43m,1 ,91,50,38,GB1
Manchester United,34,24.8,21,€7.49m,€254.58m,2 ,83,38,38,GB1
Arsenal FC,37,23.7,30,€6.28m,€232.33m,4 ,67,37,38,GB1
Liverpool FC,37,24.4,27,€5.85m,€216.35m,3 ,82,32,38,GB1
Tottenham Hotspur,32,25.8,16,€4.82m,€154.33m,5 ,65,15,38,GB1
Newcastle United,32,26.0,13,€4.70m,€150.48m,7 ,58,5,38,GB1
Middlesbrough FC,39,25.2,18,€2.42m,€94.38m,14 ,45,-10,38,GB1
Everton FC,31,26.8,19,€3.00m,€92.92m,11 ,50,-15,38,GB1
Manchester City,32,25.8,17,€2.87m,€91.90m,15 ,43,-5,38,GB1
Aston Villa,30,25.2,17,€2.97m,€89.00m,16 ,42,-13,38,GB1
Portsmouth FC,36,27.0,29,€2.39m,€86.13m,17 ,38,-25,38,GB1
Charlton Athletic,36,26.0,21,€2.29m,€82.43m,13 ,47,-14,38,GB1
Birmingham City,33,26.5,18,€2.48m,€81.83m,18 ,34,-22,38,GB1
Fulham FC,33,27.2,24,€2.15m,€70.88m,12 ,48,-10,38,GB1
West Bromwich Albion,32,26.1,14,€2.05m,€65.55m,19 ,30,-27,38,GB1
Blackburn Rovers,27,27.7,21,€2.36m,€63.80m,6 ,63,9,38,GB1
West Ham United,33,25.2,14,€1.90m,€62.55m,9 ,55,-3,38,GB1
Bolton Wanderers,32,26.3,23,€1.93m,€61.85m,8 ,56,8,38,GB1
Wigan Athletic,30,27.8,18,€1.73m,€51.92m,10 ,51,-7,38,GB1
Sunderland AFC,30,24.6,20,€1.05m,€31.55m,20 ,15,-43,38,GB1
Galatasaray,43,25.4,20,€3.02m,€129.80m,1 ,69,36,34,TR1
Fenerbahce,47,26.1,20,€2.20m,€103.50m,6 ,46,0,34,TR1
Besiktas JK,42,26.6,18,€1.85m,€77.75m,3 ,65,26,34,TR1
Trabzonspor,38,25.0,13,€1.59m,€60.30m,4 ,63,18,34,TR1
Basaksehir FK,42,28.3,22,€1.30m,€54.63m,2 ,67,27,34,TR1
Alanyaspor,34,28.2,17,€1.16m,€39.45m,9 ,44,-6,34,TR1
Kasimpasa,35,24.2,16,€981k,€34.35m,14 ,39,-9,34,TR1
Caykur Rizespor,45,25.8,24,€656k,€29.50m,11 ,41,-2,34,TR1
Bursaspor,38,24.8,14,€741k,€28.15m,16 ,37,-9,34,TR1
Yeni Malatyaspor,47,25.1,16,€527k,€24.75m,5 ,47,1,34,TR1
Sivasspor,30,28.2,14,€770k,€23.10m,12 ,41,-5,34,TR1
Konyaspor,41,26.4,18,€549k,€22.53m,8 ,44,2,34,TR1
Antalyaspor,44,25.7,14,€484k,€21.28m,7 ,45,-16,34,TR1
MKE Ankaragücü,50,27.7,26,€422k,€21.08m,13 ,40,-15,34,TR1
Kayserispor,34,25.7,13,€571k,€19.43m,10 ,41,-15,34,TR1
Göztepe,37,26.1,17,€520k,€19.25m,15 ,38,-5,34,TR1
Büyüksehir Belediye Erzurumspor,35,27.4,17,€458k,€16.03m,17 ,35,-7,34,TR1
Akhisarspor,39,27.7,16,€302k,€11.78m,18 ,27,-21,34,TR1
Galatasaray,42,26.1,21,€2.50m,€105.13m,6 ,56,18,34,TR1
Trabzonspor,42,24.4,17,€2.07m,€87.03m,2 ,65,34,34,TR1
Fenerbahce,39,25.8,14,€1.95m,€76.00m,7 ,53,12,34,TR1
Besiktas JK,37,26.0,17,€1.71m,€63.25m,3 ,62,19,34,TR1
Basaksehir FK,38,28.2,20,€1.42m,€53.85m,1 ,69,31,34,TR1
Kasimpasa,48,25.2,21,€625k,€30.00m,10 ,43,-5,34,TR1
Sivasspor,31,28.2,15,€881k,€27.30m,4 ,60,17,34,TR1
Caykur Rizespor,37,25.3,20,€613k,€22.68m,15 ,35,-19,34,TR1
Yeni Malatyaspor,37,26.8,17,€603k,€22.33m,16 ,32,-7,34,TR1
Kayserispor,58,25.0,20,€372k,€21.58m,18 ,32,-32,34,TR1
Alanyaspor,34,28.0,13,€626k,€21.30m,5 ,57,24,34,TR1
Konyaspor,38,26.7,18,€532k,€20.23m,13 ,36,-16,34,TR1
Gaziantep FK,33,27.2,15,€609k,€20.10m,8 ,46,-1,34,TR1
Antalyaspor,49,25.6,17,€391k,€19.15m,9 ,45,-11,34,TR1
Göztepe,37,27.0,15,€466k,€17.23m,11 ,42,-5,34,TR1
Denizlispor,34,27.2,14,€469k,€15.95m,14 ,35,-17,34,TR1
Genclerbirligi Ankara,35,26.5,16,€393k,€13.75m,12 ,36,-17,34,TR1
MKE Ankaragücü,46,26.2,18,€258k,€11.85m,17 ,32,-25,34,TR1
Fenerbahce,44,26.5,21,€2.62m,€115.45m,3 ,82,31,40,TR1
Galatasaray,36,26.7,20,€2.99m,€107.63m,2 ,84,44,40,TR1
Besiktas JK,35,25.8,18,€2.99m,€104.50m,1 ,84,45,40,TR1
Trabzonspor,43,24.3,17,€2.31m,€99.13m,4 ,71,13,40,TR1
Basaksehir FK,44,26.3,17,€1.57m,€69.23m,12 ,48,-12,40,TR1
Alanyaspor,32,26.5,12,€1.55m,€49.68m,7 ,60,13,40,TR1
Kasimpasa,39,25.6,20,€997k,€38.88m,14 ,46,-10,40,TR1
Fatih Karagümrük,44,26.6,23,€874k,€38.45m,8 ,60,12,40,TR1
Göztepe,42,25.6,17,€893k,€37.53m,10 ,51,0,40,TR1
Hatayspor,39,25.8,17,€927k,€36.15m,6 ,61,9,40,TR1
Sivasspor,33,28.5,16,€930k,€30.70m,5 ,65,11,40,TR1
Caykur Rizespor,42,27.2,21,€731k,€30.70m,13 ,48,-16,40,TR1
Antalyaspor,37,25.8,12,€817k,€30.23m,16 ,44,-14,40,TR1
Konyaspor,43,25.8,20,€695k,€29.88m,11 ,50,1,40,TR1
Yeni Malatyaspor,40,25.8,19,€712k,€28.48m,15 ,45,-4,40,TR1
Gaziantep FK,35,27.5,16,€785k,€27.48m,9 ,58,8,40,TR1
Kayserispor,47,25.6,23,€490k,€23.03m,17 ,41,-17,40,TR1
MKE Ankaragücü,42,24.9,19,€493k,€20.70m,19 ,38,-19,40,TR1
Genclerbirligi Ankara,43,25.1,14,€377k,€16.23m,20 ,38,-32,40,TR1
Büyüksehir Belediye Erzurumspor,47,27.9,24,€330k,€15.53m,18 ,40,-24,40,TR1
Denizlispor,45,25.4,18,€315k,€14.18m,21 ,28,-39,40,TR1
Fenerbahce,31,25.8,9,€4.27m,€132.50m,2 ,68,27,34,TR1
Galatasaray,32,26.3,8,€3.89m,€124.50m,1 ,77,45,34,TR1
Besiktas JK,30,26.2,16,€3.57m,€107.15m,4 ,55,11,34,TR1
Trabzonspor,34,26.5,14,€2.94m,€99.95m,3 ,56,21,34,TR1
Bursaspor,37,24.9,13,€1.70m,€62.80m,8 ,49,9,34,TR1
Gaziantepspor,32,25.2,10,€1.59m,€50.85m,10 ,48,6,34,TR1
Kayserispor,32,23.3,13,€1.49m,€47.75m,11 ,44,3,34,TR1
Eskisehirspor,29,26.5,10,€1.38m,€40.15m,5 ,50,1,34,TR1
Sivasspor,32,25.9,14,€1.19m,€38.23m,7 ,50,3,34,TR1
Istanbul Büyüksehir Belediyespor,31,27.0,10,€1.21m,€37.65m,6 ,50,-1,34,TR1
Orduspor,33,26.7,11,€1.03m,€33.90m,14 ,42,-6,34,TR1
Kardemir DC Karabükspor,44,26.6,11,€707k,€31.10m,12 ,44,-12,34,TR1
Manisaspor,32,25.5,11,€969k,€31.00m,17 ,32,-21,34,TR1
Genclerbirligi Ankara,32,25.1,9,€963k,€30.83m,9 ,49,1,34,TR1
Antalyaspor,33,28.1,7,€929k,€30.65m,15 ,39,-10,34,TR1
Samsunspor,40,25.4,12,€695k,€27.80m,16 ,36,-11,34,TR1
Mersin Idmanyurdu,32,27.4,16,€755k,€24.15m,13 ,42,-11,34,TR1
MKE Ankaragücü,46,23.2,5,€474k,€21.83m,18 ,11,-55,34,TR1
Besiktas JK,40,26.8,21,€3.06m,€122.55m,4 ,71,39,34,TR1
Galatasaray,41,25.5,19,€2.34m,€96.05m,1 ,75,42,34,TR1
Fenerbahce,35,26.9,16,€2.14m,€74.93m,2 ,72,42,34,TR1
Trabzonspor,34,26.0,14,€1.90m,€64.55m,5 ,55,12,34,TR1
Basaksehir FK,33,28.8,14,€1.57m,€51.80m,3 ,72,28,34,TR1
Bursaspor,44,25.1,20,€725k,€31.90m,13 ,39,-5,34,TR1
Antalyaspor,36,27.7,17,€838k,€30.15m,14 ,38,-19,34,TR1
Alanyaspor,38,26.7,20,€768k,€29.18m,12 ,40,-4,34,TR1
Konyaspor,35,27.1,18,€751k,€26.28m,15 ,36,-4,34,TR1
Osmanlispor FK,43,27.0,19,€593k,€25.50m,16 ,33,-11,34,TR1
Göztepe,37,26.1,18,€665k,€24.60m,6 ,49,-1,34,TR1
Kasimpasa,32,25.1,15,€744k,€23.80m,8 ,46,-1,34,TR1
Sivasspor,35,27.2,16,€655k,€22.93m,7 ,49,-8,34,TR1
Kayserispor,33,26.5,18,€686k,€22.65m,9 ,44,-11,34,TR1
Yeni Malatyaspor,36,26.4,16,€520k,€18.73m,10 ,43,-7,34,TR1
Akhisarspor,32,28.1,12,€581k,€18.60m,11 ,42,-9,34,TR1
Genclerbirligi Ankara,35,26.5,17,€483k,€16.90m,17 ,33,-17,34,TR1
Kardemir Karabükspor,44,27.2,21,€335k,€14.75m,18 ,12,-66,34,TR1
Fenerbahce,44,24.1,18,€3.46m,€152.13m,2 ,73,35,38,TR1
Galatasaray,46,26.3,21,€2.84m,€130.63m,13 ,52,-2,38,TR1
Trabzonspor,41,25.9,16,€3.02m,€123.88m,1 ,81,33,38,TR1
Besiktas JK,41,26.0,17,€2.48m,€101.53m,6 ,59,8,38,TR1
Basaksehir FK,42,26.5,14,€1.50m,€62.88m,4 ,65,20,38,TR1
Alanyaspor,41,25.0,15,€1.28m,€52.28m,5 ,64,9,38,TR1
Konyaspor,33,27.0,15,€1.46m,€48.30m,3 ,68,21,38,TR1
Adana Demirspor,41,26.5,18,€1.12m,€46.03m,9 ,55,13,38,TR1
Kasimpasa,39,26.2,19,€1.11m,€43.15m,11 ,53,10,38,TR1
Kayserispor,47,25.6,21,€870k,€40.90m,14 ,47,-7,38,TR1
Antalyaspor,41,26.0,19,€918k,€37.65m,7 ,59,7,38,TR1
Hatayspor,35,25.7,15,€1.03m,€36.18m,12 ,53,-4,38,TR1
Fatih Karagümrük,40,26.7,19,€904k,€36.15m,8 ,57,-5,38,TR1
Giresunspor,43,24.1,15,€737k,€31.70m,16 ,45,-6,38,TR1
Sivasspor,35,27.6,14,€874k,€30.58m,10 ,54,2,38,TR1
Gaziantep FK,35,26.6,16,€865k,€30.28m,15 ,46,-8,38,TR1
Göztepe,49,24.2,16,€504k,€24.68m,19 ,28,-37,38,TR1
Caykur Rizespor,43,26.1,19,€558k,€24.00m,17 ,36,-27,38,TR1
Yeni Malatyaspor,49,24.1,18,€416k,€20.38m,20 ,20,-44,38,TR1
Altay SK,36,26.6,13,€396k,€14.25m,18 ,34,-18,38,TR1
Besiktas JK,45,26.3,22,€3.04m,€136.80m,1 ,77,43,34,TR1
Fenerbahce,38,25.8,14,€2.74m,€103.95m,3 ,64,28,34,TR1
Galatasaray,39,26.1,15,€2.27m,€88.35m,4 ,64,25,34,TR1
Basaksehir FK,38,27.4,14,€1.58m,€60.00m,2 ,73,35,34,TR1
Trabzonspor,32,25.9,14,€1.87m,€59.85m,6 ,51,5,34,TR1
Osmanlispor FK,43,26.1,19,€1.12m,€48.30m,13 ,38,-8,34,TR1
Bursaspor,38,25.4,11,€939k,€35.70m,14 ,38,-24,34,TR1
Genclerbirligi Ankara,47,25.0,19,€740k,€34.78m,8 ,46,-1,34,TR1
Kayserispor,36,25.9,18,€954k,€34.35m,15 ,38,-11,34,TR1
Akhisar Belediyespor,38,27.7,16,€874k,€33.20m,7 ,48,4,34,TR1
Kasimpasa,36,24.3,13,€904k,€32.55m,10 ,43,-4,34,TR1
Konyaspor,30,26.3,13,€1.06m,€31.80m,9 ,43,-5,34,TR1
Alanyaspor,37,26.5,20,€859k,€31.78m,12 ,40,-11,34,TR1
Antalyaspor,37,26.4,17,€784k,€29.00m,5 ,58,7,34,TR1
Caykur Rizespor,40,23.5,18,€720k,€28.80m,16 ,36,-9,34,TR1
Gaziantepspor,41,25.5,20,€603k,€24.73m,17 ,26,-35,34,TR1
Kardemir Karabükspor,41,26.8,20,€551k,€22.58m,11 ,43,-10,34,TR1
Adanaspor,34,24.7,14,€467k,€15.88m,18 ,25,-29,34,TR1
Galatasaray,34,26.4,11,€4.18m,€142.20m,1 ,77,25,34,TR1
Besiktas JK,38,24.1,11,€3.10m,€117.93m,3 ,69,23,34,TR1
Fenerbahce,37,25.8,9,€2.85m,€105.33m,2 ,74,31,34,TR1
Trabzonspor,37,25.5,9,€2.62m,€96.80m,5 ,57,10,34,TR1
Bursaspor,33,24.8,11,€2.45m,€80.70m,6 ,57,25,34,TR1
Eskisehirspor,38,24.7,10,€1.46m,€55.63m,11 ,39,-7,34,TR1
Kasimpasa,32,25.3,10,€1.60m,€51.25m,13 ,37,-17,34,TR1
Basaksehir FK,33,27.7,11,€1.43m,€47.20m,4 ,59,19,34,TR1
Genclerbirligi Ankara,35,25.3,14,€1.33m,€46.40m,9 ,40,2,34,TR1
Caykur Rizespor,33,25.8,11,€1.13m,€37.15m,14 ,36,-14,34,TR1
Sivasspor,29,27.8,8,€1.24m,€35.90m,15 ,36,-7,34,TR1
Gaziantepspor,34,25.1,15,€993k,€33.75m,10 ,40,-17,34,TR1
Kardemir Karabükspor,33,25.3,10,€995k,€32.83m,16 ,28,-20,34,TR1
Konyaspor,30,26.9,12,€1.09m,€32.83m,8 ,46,-9,34,TR1
Akhisar Belediyespor,40,27.1,12,€778k,€31.10m,12 ,38,-10,34,TR1
Kayseri Erciyesspor,40,25.2,12,€742k,€29.68m,17 ,27,-19,34,TR1
Mersin Idmanyurdu,33,26.5,14,€735k,€24.25m,7 ,47,6,34,TR1
Balikesirspor,35,25.5,11,€672k,€23.53m,18 ,27,-21,34,TR1
Galatasaray,33,25.5,8,€3.62m,€119.60m,5 ,61,18,34,TR1
Fenerbahce,36,25.3,10,€2.97m,€106.75m,4 ,61,24,34,TR1
Besiktas JK,28,26.3,12,€2.98m,€83.55m,1 ,71,30,34,TR1
Trabzonspor,26,24.5,8,€2.19m,€57.00m,3 ,65,20,34,TR1
Sivasspor,35,26.1,10,€1.05m,€36.70m,2 ,66,26,34,TR1
Ankaraspor,33,24.6,11,€1.07m,€35.38m,10 ,41,-6,34,TR1
Kayserispor,30,24.7,9,€1.12m,€33.50m,7 ,50,12,34,TR1
MKE Ankaragücü,40,25.8,7,€749k,€29.95m,13 ,39,-11,34,TR1
Bursaspor,37,25.3,12,€797k,€29.50m,6 ,58,11,34,TR1
Genclerbirligi Ankara,37,24.4,10,€738k,€27.30m,14 ,38,-12,34,TR1
Konyaspor,35,26.9,9,€769k,€26.90m,16 ,38,-11,34,TR1
Kocaelispor,47,26.8,12,€571k,€26.85m,17 ,29,-26,34,TR1
Gaziantepspor,32,24.7,7,€822k,€26.30m,8 ,47,-2,34,TR1
Büyüksehir Belediyespor,31,25.9,7,€803k,€24.90m,9 ,42,-9,34,TR1
Eskisehirspor,36,25.5,9,€686k,€24.70m,11 ,40,-4,34,TR1
Denizlispor,35,25.2,12,€623k,€21.80m,15 ,38,-13,34,TR1
Hacettepe Spor,39,23.6,13,€546k,€21.30m,18 ,22,-39,34,TR1
Antalyaspor,35,26.2,9,€593k,€20.75m,12 ,40,-8,34,TR1
Galatasaray,33,28.2,12,€4.61m,€152.10m,1 ,71,31,34,TR1
Galatasaray,50,24.1,11,€2.58m,€129.23m,3 ,64,26,34,TR1
Fenerbahce,38,25.6,11,€3.74m,€142.05m,2 ,61,17,34,TR1
Besiktas JK,34,24.4,10,€2.74m,€93.20m,3 ,58,14,34,TR1
Trabzonspor,32,26.1,13,€2.42m,€77.35m,9 ,46,-1,34,TR1
Bursaspor,43,24.2,13,€1.58m,€68.10m,4 ,55,11,34,TR1
Kasimpasa,31,27.0,12,€1.46m,€45.30m,6 ,50,11,34,TR1
Gaziantepspor,38,24.9,13,€1.19m,€45.25m,10 ,46,-7,34,TR1
Eskisehirspor,34,24.8,12,€1.33m,€45.20m,8 ,46,8,34,TR1
Genclerbirligi Ankara,35,24.5,11,€1.28m,€44.95m,11 ,45,-1,34,TR1
Kayserispor,33,24.0,15,€1.29m,€42.60m,5 ,52,3,34,TR1
Sivasspor,35,26.5,13,€1.17m,€41.08m,12 ,44,-4,34,TR1
Istanbul Büyüksehir Belediyespor,32,26.9,13,€1.16m,€37.00m,16 ,36,-7,34,TR1
Antalyaspor,34,25.3,9,€935k,€31.80m,7 ,47,-2,34,TR1
Kardemir DC Karabükspor,36,27.3,10,€858k,€30.90m,15 ,40,-12,34,TR1
Mersin Idmanyurdu,53,26.4,18,€553k,€29.30m,18 ,22,-22,34,TR1
Orduspor,37,25.4,10,€769k,€28.45m,17 ,29,-16,34,TR1
Elazigspor,43,27.4,13,€388k,€16.68m,13 ,43,-15,34,TR1
Akhisar Belediyespor,36,26.3,8,€370k,€13.33m,14 ,42,-8,34,TR1
Fenerbahce,32,25.6,9,€3.73m,€119.45m,2 ,74,33,34,TR1
Besiktas JK,33,25.7,13,€2.83m,€93.55m,4 ,64,22,34,TR1
Trabzonspor,30,25.2,9,€2.23m,€66.95m,5 ,57,21,34,TR1
Bursaspor,35,25.4,10,€1.48m,€51.75m,1 ,75,39,34,TR1
MKE Ankaragücü,57,25.8,19,€784k,€44.70m,12 ,41,-1,34,TR1
Kayserispor,34,23.8,10,€1.13m,€38.50m,8 ,51,8,34,TR1
Sivasspor,38,25.7,12,€886k,€33.65m,15 ,34,-17,34,TR1
Gaziantepspor,34,26.1,11,€954k,€32.45m,13 ,40,-1,34,TR1
Genclerbirligi Ankara,33,24.1,12,€879k,€29.00m,10 ,47,3,34,TR1
Eskisehirspor,38,24.9,9,€653k,€24.80m,7 ,55,10,34,TR1
Büyüksehir Belediyespor,32,26.2,7,€750k,€24.00m,6 ,56,3,34,TR1
Antalyaspor,29,26.9,6,€826k,€23.95m,9 ,49,11,34,TR1
Ankaraspor,41,23.4,7,€494k,€20.25m,18 ,0,-102,34,TR1
Kasimpasa,38,27.5,10,€532k,€20.20m,11 ,41,-3,34,TR1
Manisaspor,35,25.4,8,€568k,€19.88m,14 ,37,-7,34,TR1
Denizlispor,39,25.7,9,€472k,€18.40m,17 ,26,-19,34,TR1
Diyarbakirspor,44,27.7,16,€403k,€17.75m,16 ,27,-26,34,TR1
Galatasaray,45,26.2,16,€4.08m,€183.80m,2 ,65,27,34,TR1
Fenerbahce,39,25.6,12,€3.77m,€147.00m,1 ,74,41,34,TR1
Besiktas JK,47,24.6,14,€2.35m,€110.30m,3 ,62,20,34,TR1
Trabzonspor,35,26.4,11,€2.72m,€95.30m,4 ,53,12,34,TR1
Bursaspor,42,24.5,12,€1.44m,€60.28m,8 ,46,-6,34,TR1
Eskisehirspor,47,24.6,14,€1.11m,€52.28m,12 ,42,-2,34,TR1
Kasimpasa,33,26.0,9,€1.50m,€49.53m,6 ,51,17,34,TR1
Antalyaspor,49,25.7,15,€939k,€46.00m,17 ,31,-13,34,TR1
Genclerbirligi Ankara,46,23.8,17,€997k,€45.88m,9 ,45,-4,34,TR1
Kayserispor,36,23.9,16,€1.25m,€44.85m,18 ,29,-28,34,TR1
Sivasspor,35,26.5,13,€1.24m,€43.33m,5 ,53,5,34,TR1
Kardemir Karabükspor,34,25.9,10,€1.22m,€41.43m,7 ,50,-1,34,TR1
Gaziantepspor,42,25.5,12,€909k,€38.18m,15 ,37,-20,34,TR1
Kayseri Erciyesspor,40,26.9,14,€842k,€33.68m,14 ,37,-16,34,TR1
Caykur Rizespor,44,25.5,13,€702k,€30.90m,13 ,42,0,34,TR1
Konyaspor,41,25.6,13,€679k,€27.85m,11 ,42,3,34,TR1
Elazigspor,45,25.6,14,€511k,€23.00m,16 ,34,-24,34,TR1
Akhisar Belediyespor,39,26.1,9,€493k,€19.23m,10 ,44,-11,34,TR1
Fenerbahce,36,25.6,11,€3.91m,€140.65m,1 ,82,50,34,TR1
Besiktas JK,44,26.2,17,€2.91m,€128.25m,5 ,54,17,34,TR1
Galatasaray,38,25.3,12,€3.09m,€117.60m,8 ,46,-5,34,TR1
Trabzonspor,31,25.5,9,€2.59m,€80.38m,2 ,82,46,34,TR1
Bursaspor,36,25.2,12,€1.82m,€65.55m,3 ,61,21,34,TR1
Kayserispor,34,24.4,13,€1.17m,€39.80m,6 ,51,2,34,TR1
Gaziantepspor,33,25.2,10,€1.16m,€38.30m,4 ,59,11,34,TR1
MKE Ankaragücü,38,26.0,12,€989k,€37.60m,13 ,41,-10,34,TR1
Büyüksehir Belediyespor,34,25.9,7,€1.04m,€35.25m,12 ,42,-5,34,TR1
Genclerbirligi Ankara,37,24.5,14,€874k,€32.35m,14 ,40,-8,34,TR1
Eskisehirspor,31,25.8,10,€989k,€30.65m,7 ,47,1,34,TR1
Sivasspor,37,26.8,15,€822k,€30.40m,15 ,35,-14,34,TR1
Manisaspor,35,26.1,11,€719k,€25.15m,10 ,43,-3,34,TR1
Antalyaspor,27,27.7,6,€865k,€23.35m,11 ,42,-7,34,TR1
Konyaspor,46,26.0,16,€500k,€23.00m,17 ,24,-21,34,TR1
Kardemir DC Karabükspor,34,27.4,9,€626k,€21.30m,9 ,44,-7,34,TR1
Bucaspor,48,25.4,13,€436k,€20.95m,16 ,26,-28,34,TR1
Kasimpasa,33,25.6,11,€521k,€17.20m,18 ,23,-40,34,TR1
Fenerbahce,40,25.5,14,€4.22m,€168.80m,2 ,74,33,34,TR1
Besiktas JK,36,25.5,15,€3.55m,€127.95m,1 ,79,40,34,TR1
Galatasaray,34,26.6,13,€3.45m,€117.23m,6 ,51,20,34,TR1
Trabzonspor,50,24.5,13,€2.15m,€107.30m,12 ,40,-19,34,TR1
Bursaspor,42,24.9,16,€1.93m,€81.00m,11 ,44,-8,34,TR1
Kasimpasa,33,26.1,14,€1.69m,€55.65m,7 ,50,10,34,TR1
Basaksehir FK,30,27.2,9,€1.80m,€54.10m,4 ,59,18,34,TR1
Antalyaspor,48,26.1,19,€991k,€47.55m,9 ,45,1,34,TR1
Osmanlispor FK,38,27.6,17,€1.17m,€44.60m,5 ,52,16,34,TR1
Kayserispor,32,25.4,14,€1.23m,€39.35m,15 ,34,-16,34,TR1
Eskisehirspor,47,24.8,19,€821k,€38.58m,17 ,30,-25,34,TR1
Gaziantepspor,40,24.4,15,€958k,€38.30m,14 ,36,-19,34,TR1
Genclerbirligi Ankara,36,26.3,15,€1.04m,€37.35m,10 ,45,0,34,TR1
Caykur Rizespor,29,25.3,12,€1.26m,€36.65m,13 ,37,-9,34,TR1
Konyaspor,33,26.8,16,€1.09m,€36.05m,3 ,66,11,34,TR1
Akhisar Belediyespor,34,27.9,11,€1.02m,€34.75m,8 ,46,1,34,TR1
Sivasspor,34,27.9,13,€943k,€32.05m,16 ,31,-14,34,TR1
Mersin Idmanyurdu,35,26.0,11,€619k,€21.68m,18 ,21,-40,34,TR1
Fenerbahce,32,25.3,9,€2.98m,€95.20m,2 ,73,35,34,TR1
Galatasaray,33,24.5,8,€2.62m,€86.35m,1 ,79,41,34,TR1
Besiktas JK,37,24.4,10,€2.11m,€78.20m,4 ,73,26,34,TR1
Trabzonspor,34,25.9,8,€1.64m,€55.90m,6 ,49,5,34,TR1
Manisaspor,36,24.7,11,€1.28m,€45.95m,16 ,29,-20,34,TR1
Sivasspor,35,25.3,13,€1.28m,€44.95m,3 ,73,28,34,TR1
Ankaraspor,39,25.0,9,€1.12m,€43.70m,10 ,41,-3,34,TR1
Büyüksehir Belediyespor,34,26.7,7,€1.18m,€39.95m,12 ,38,-3,34,TR1
Kayserispor,29,24.7,6,€1.32m,€38.40m,5 ,55,19,34,TR1
Bursaspor,42,24.4,12,€888k,€37.30m,13 ,38,-9,34,TR1
Konyaspor,34,25.7,13,€1.09m,€37.00m,14 ,36,-27,34,TR1
Genclerbirligi Ankara,41,24.3,12,€874k,€35.85m,15 ,35,-7,34,TR1
Gaziantepspor,37,26.0,10,€932k,€34.50m,9 ,43,-9,34,TR1
Denizlispor,33,25.5,8,€953k,€31.45m,7 ,45,0,34,TR1
MKE Ankaragücü,36,25.8,11,€853k,€30.70m,8 ,43,-8,34,TR1
Caykur Rizespor,41,25.0,8,€716k,€29.35m,17 ,29,-32,34,TR1
Genclerbirligi Oftasspor,36,23.2,8,€783k,€28.20m,11 ,40,-6,34,TR1
Kasimpasa,37,26.2,9,€599k,€22.15m,18 ,29,-30,34,TR1
FC Barcelona,42,24.2,23,€22.15m,€930.28m,2 ,82,48,38,ES1
Real Madrid,33,25.6,20,€27.69m,€913.75m,1 ,87,45,38,ES1
Atlético de Madrid,33,24.8,16,€21.82m,€720.15m,3 ,70,24,38,ES1
Valencia CF,33,25.5,17,€12.96m,€427.80m,9 ,53,-7,38,ES1
Real Sociedad,36,24.5,8,€9.65m,€347.55m,6 ,56,8,38,ES1
Sevilla FC,35,25.7,16,€8.42m,€294.75m,4 ,70,20,38,ES1
Real Betis Balompié,38,25.0,10,€6.43m,€244.35m,15 ,41,-12,38,ES1
Athletic Bilbao,32,26.3,2,€6.62m,€211.75m,11 ,51,3,38,ES1
Villarreal CF,33,26.4,11,€6.32m,€208.68m,5 ,60,14,38,ES1
Getafe CF,33,28.0,17,€5.32m,€175.45m,8 ,54,6,38,ES1
Celta de Vigo,35,24.9,13,€4.77m,€167.00m,17 ,37,-12,38,ES1
RCD Espanyol Barcelona,40,25.8,12,€3.90m,€156.05m,20 ,25,-31,38,ES1
CD Leganés,39,25.3,16,€2.81m,€109.70m,18 ,36,-21,38,ES1
Deportivo Alavés,37,26.1,11,€2.89m,€106.75m,16 ,39,-25,38,ES1
Levante UD,33,26.5,8,€2.74m,€90.50m,12 ,49,-6,38,ES1
Real Valladolid CF,37,25.6,9,€2.37m,€87.78m,13 ,42,-11,38,ES1
RCD Mallorca,35,26.4,15,€1.85m,€64.68m,19 ,33,-25,38,ES1
CA Osasuna,37,26.4,4,€1.70m,€62.78m,10 ,52,-8,38,ES1
Granada CF,34,25.9,13,€1.66m,€56.58m,7 ,56,7,38,ES1
SD Eibar,29,28.3,11,€1.85m,€53.75m,14 ,42,-17,38,ES1
Fenerbahce,27,24.8,6,€3.36m,€90.60m,1 ,80,53,34,TR1
Galatasaray,32,26.0,10,€2.49m,€79.65m,3 ,76,39,34,TR1
