name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Hertha BSC,45,24.7,20,3.46,155.73,16,33,-34,34,L1
1.FSV Mainz 05,34,24.9,17,3.85,131.03,8,46,5,34,L1
1.FC Union Berlin,40,26.6,15,2.9,115.9,5,57,6,34,L1
1. FC Köln,31,25.4,12,3.2,99.28,7,52,3,34,L1
FC Augsburg,32,25.5,19,2.98,95.3,14,38,-17,34,L1
Arminia Bielefeld,34,24.6,20,1.94,65.85,17,28,-26,34,L1
VfL Bochum,33,27.3,15,1.58,52.25,13,42,-14,34,L1
SpVgg Greuther FÃ¼rth,34,24.6,14,1.09,36.95,18,18,-54,34,L1
Bayern Munich,45,23.9,22,19.07,858.23,1,78,55,34,L1
Borussia Dortmund,32,25.0,16,19.64,628.4,3,64,29,34,L1
RB Leipzig,32,23.7,23,17.97,574.95,2,65,28,34,L1
Bayer 04 Leverkusen,33,25.0,22,11.31,373.25,6,52,14,34,L1
Borussia Mönchengladbach,33,25.7,19,9.11,300.75,8,49,8,34,L1
Eintracht Frankfurt,36,25.6,24,7.48,269.15,5,60,16,34,L1
VfL Wolfsburg,30,26.0,20,8.56,256.83,4,61,24,34,L1
Hertha BSC,38,24.4,20,6.02,228.88,14,35,-11,34,L1
TSG 1899 Hoffenheim,37,25.1,25,6.17,228.15,11,43,-2,34,L1
VfB Stuttgart,32,23.8,16,5.91,189.25,9,45,1,34,L1
1.FSV Mainz 05,36,24.9,18,4.54,163.3,12,39,-17,34,L1
SC Freiburg,30,25.2,13,4.64,139.1,10,45,0,34,L1
FC Schalke 04,45,24.8,26,2.73,123.05,18,16,-61,34,L1
1. FC Köln,36,24.9,17,3.28,118.2,16,33,-26,34,L1
SV Werder Bremen,33,25.2,15,3.39,111.98,17,31,-21,34,L1
FC Augsburg,31,25.8,18,3.0,93.05,13,36,-18,34,L1
1.FC Union Berlin,33,25.8,10,2.49,82.05,7,50,7,34,L1
Arminia Bielefeld,33,24.9,15,1.72,56.73,15,35,-26,34,L1
Bayern Munich,33,25.5,17,17.43,575.13,1,79,62,34,L1
Borussia Dortmund,37,24.7,17,8.64,319.5,7,46,5,34,L1
VfL Wolfsburg,30,26.1,18,7.37,221.05,2,69,34,34,L1
FC Schalke 04,36,24.0,15,5.89,212.0,6,48,2,34,L1
Bayer 04 Leverkusen,26,24.9,14,6.82,177.35,4,61,25,34,L1
Borussia Mönchengladbach,27,25.9,14,4.84,130.63,3,66,27,34,L1
TSG 1899 Hoffenheim,30,24.4,14,4.06,121.78,8,44,-6,34,L1
1.FSV Mainz 05,36,24.9,19,2.44,88.0,11,40,-2,34,L1
Hamburger SV,38,25.2,21,2.29,87.15,16,35,-25,34,L1
VfB Stuttgart,30,24.7,16,2.9,86.95,14,36,-18,34,L1
Hannover 96,35,25.6,16,2.19,76.65,13,37,-16,34,L1
Eintracht Frankfurt,30,25.1,14,2.5,74.9,9,43,-6,34,L1
SV Werder Bremen,36,23.9,15,1.88,67.53,10,43,-15,34,L1
Hertha BSC,30,26.3,16,2.2,66.0,15,35,-16,34,L1
SC Freiburg,30,25.1,13,1.91,57.4,17,34,-11,34,L1
1. FC Köln,27,25.4,14,1.88,50.75,12,40,-6,34,L1
FC Augsburg,35,25.5,19,1.43,50.08,5,49,0,34,L1
SC Paderborn 07,28,26.1,8,1.02,28.5,18,31,-34,34,L1
Bayern Munich,32,25.7,15,24.53,784.88,1,78,56,34,L1
Borussia Dortmund,34,24.4,19,18.92,643.25,2,76,37,34,L1
RB Leipzig,34,22.6,22,14.09,479.0,3,66,34,34,L1
Bayer 04 Leverkusen,31,24.6,16,13.85,429.4,4,58,17,34,L1
TSG 1899 Hoffenheim,38,24.4,22,8.85,336.25,9,51,18,34,L1
Eintracht Frankfurt,47,24.8,28,6.67,313.4,7,54,12,34,L1
Borussia Mönchengladbach,30,25.2,17,8.81,264.3,5,55,13,34,L1
VfL Wolfsburg,36,25.1,21,6.37,229.25,6,55,12,34,L1
FC Schalke 04,39,25.1,24,5.67,221.3,14,33,-18,34,L1
Hertha BSC,36,24.4,19,5.77,207.63,11,43,-8,34,L1
SV Werder Bremen,33,25.8,18,5.09,168.05,8,53,9,34,L1
1.FSV Mainz 05,35,24.7,20,4.56,159.73,12,43,-11,34,L1
VfB Stuttgart,34,24.9,16,4.23,143.75,16,28,-38,34,L1
FC Augsburg,40,24.9,19,3.48,139.25,15,32,-20,34,L1
SC Freiburg,34,25.0,9,3.59,122.1,13,36,-15,34,L1
Fortuna Düsseldorf,34,26.3,16,2.79,94.95,10,44,-16,34,L1
Hannover 96,37,25.7,18,2.47,91.43,17,21,-40,34,L1
1.FC Nuremberg,29,25.2,11,1.88,54.4,18,19,-42,34,L1
Bayern Munich,30,26.5,16,6.02,180.73,4,60,15,34,L1
SV Werder Bremen,33,24.9,14,4.77,157.25,3,66,36,34,L1
FC Schalke 04,30,24.7,14,3.55,106.6,2,68,21,34,L1
Hamburger SV,36,24.9,19,2.83,101.83,7,45,6,34,L1
VfB Stuttgart,32,25.3,11,3.03,97.08,1,70,24,34,L1
Borussia Dortmund,32,24.0,14,2.49,79.78,9,44,-2,34,L1
Bayer 04 Leverkusen,28,25.1,14,2.65,74.08,5,51,5,34,L1
Hertha BSC,31,25.4,18,2.14,66.4,10,44,-5,34,L1
1.FC Nuremberg,31,25.5,20,2.11,65.45,6,48,11,34,L1
VfL Wolfsburg,30,26.9,21,1.86,55.9,15,37,-8,34,L1
Eintracht Frankfurt,30,25.6,12,1.77,52.95,14,40,-12,34,L1
Borussia Mönchengladbach,36,24.6,18,1.27,45.85,18,26,-21,34,L1
Hannover 96,32,26.1,15,1.43,45.85,11,44,-9,34,L1
VfL Bochum,32,27.2,15,1.28,41.0,8,45,-1,34,L1
1.FSV Mainz 05,34,25.6,15,1.06,36.03,16,34,-23,34,L1
Arminia Bielefeld,30,26.7,12,1.19,35.6,12,42,-2,34,L1
Alemannia Aachen,31,25.6,9,0.862,26.73,17,34,-24,34,L1
FC Energie Cottbus,30,26.4,18,0.885,26.55,13,41,-11,34,L1
Bayern Munich,38,24.7,18,21.36,811.85,1,84,64,34,L1
Borussia Dortmund,35,25.0,19,16.41,574.2,4,55,17,34,L1
RB Leipzig,28,24.1,19,13.33,373.3,6,53,4,34,L1
Bayer 04 Leverkusen,27,25.3,14,13.24,357.35,5,55,14,34,L1
FC Schalke 04,29,25.5,18,9.46,274.35,2,63,16,34,L1
TSG 1899 Hoffenheim,36,24.1,13,5.91,212.75,3,55,18,34,L1
Borussia Mönchengladbach,35,24.6,19,5.52,193.25,9,47,-5,34,L1
VfL Wolfsburg,33,24.3,19,4.35,143.6,16,33,-12,34,L1
VfB Stuttgart,34,24.7,17,3.96,134.7,7,51,0,34,L1
Hertha BSC,32,24.9,15,4.11,131.45,10,43,-3,34,L1
Eintracht Frankfurt,36,25.0,23,3.5,126.15,8,49,0,34,L1
SV Werder Bremen,33,25.6,19,3.25,107.15,11,42,-3,34,L1
SC Freiburg,36,25.5,15,2.79,100.6,15,36,-24,34,L1
FC Augsburg,33,25.6,17,3.04,100.45,12,41,-3,34,L1
1.FSV Mainz 05,33,25.3,19,2.98,98.35,14,36,-14,34,L1
Hannover 96,30,25.9,12,3.1,92.95,13,39,-10,34,L1
1. FC Köln,38,24.5,19,2.41,91.73,18,22,-35,34,L1
Hamburger SV,34,24.5,17,1.84,62.4,17,31,-24,34,L1
Bayern Munich,29,27.6,14,6.04,175.3,1,77,42,34,L1
SV Werder Bremen,29,25.0,14,3.4,98.48,3,59,31,34,L1
Bayer 04 Leverkusen,32,24.8,15,2.72,86.93,6,57,21,34,L1
FC Schalke 04,33,25.6,16,2.62,86.33,2,63,10,34,L1
VfB Stuttgart,31,25.5,14,2.56,79.5,5,58,14,34,L1
Borussia Dortmund,36,24.5,18,2.18,78.33,7,55,3,34,L1
Hertha BSC,30,26.3,14,2.39,71.78,4,58,28,34,L1
Hamburger SV,31,24.9,16,2.12,65.6,8,51,5,34,L1
VfL Wolfsburg,28,27.3,18,2.12,59.3,9,48,-2,34,L1
Borussia Mönchengladbach,37,27.2,19,1.33,49.18,15,36,-16,34,L1
Hannover 96,35,26.1,23,1.23,42.98,10,45,-2,34,L1
1.FC Nuremberg,29,25.6,12,1.2,34.9,14,38,-8,34,L1
1.FC Kaiserslautern,32,26.6,14,1.05,33.75,12,42,-9,34,L1
VfL Bochum,33,26.3,22,0.952,31.4,16,35,-21,34,L1
FC Hansa Rostock,28,27.5,14,0.925,25.9,17,30,-34,34,L1
Arminia Bielefeld,35,25.9,17,0.704,24.65,13,40,-12,34,L1
SC Freiburg,32,25.8,19,0.701,22.43,18,18,-45,34,L1
1.FSV Mainz 05,32,27.6,7,0.523,16.73,11,43,-5,34,L1
Bayern Munich,31,25.7,17,9.97,308.98,3,65,41,34,L1
Borussia Dortmund,31,24.8,15,5.48,169.95,1,75,45,34,L1
FC Schalke 04,36,25.2,23,4.37,157.18,14,40,-6,34,L1
SV Werder Bremen,38,25.0,18,3.98,151.13,13,41,-14,34,L1
Bayer 04 Leverkusen,30,25.1,12,4.92,147.68,2,68,20,34,L1
VfL Wolfsburg,34,25.7,25,4.27,145.1,15,38,-5,34,L1
TSG 1899 Hoffenheim,34,23.8,19,3.71,126.13,11,43,0,34,L1
Hamburger SV,30,25.9,20,3.74,112.13,8,45,-6,34,L1
VfB Stuttgart,33,25.3,17,3.19,105.25,12,42,1,34,L1
1. FC Köln,38,25.2,19,1.82,69.28,10,44,-15,34,L1
Borussia Mönchengladbach,34,25.8,19,1.96,66.55,16,36,-17,34,L1
Hannover 96,28,26.0,14,2.33,65.35,4,60,4,34,L1
1.FSV Mainz 05,28,26.9,15,2.16,60.6,5,58,13,34,L1
1.FC Nuremberg,32,24.5,14,1.88,60.2,6,47,2,34,L1
SC Freiburg,32,25.3,19,1.87,59.95,9,44,-9,34,L1
1.FC Kaiserslautern,30,24.9,18,1.68,50.5,7,46,-3,34,L1
Eintracht Frankfurt,31,25.2,15,1.53,47.58,17,34,-18,34,L1
FC St. Pauli,30,26.8,2,1.02,30.5,18,29,-33,34,L1
Bayern Munich,31,25.7,14,8.04,249.2,1,76,47,34,L1
SV Werder Bremen,37,24.2,17,4.31,159.55,2,66,30,34,L1
FC Schalke 04,34,26.0,19,3.7,125.85,3,64,23,34,L1
Hamburger SV,36,24.1,24,3.35,120.75,4,54,21,34,L1
VfB Stuttgart,35,24.9,17,3.11,108.85,6,52,0,34,L1
Bayer 04 Leverkusen,31,24.2,12,2.9,90.05,7,51,17,34,L1
Hertha BSC,36,24.5,22,2.25,81.0,10,44,-5,34,L1
Borussia Dortmund,34,25.5,17,2.35,79.8,13,40,-12,34,L1
VfL Wolfsburg,39,25.6,25,2.03,79.0,5,54,12,34,L1
Eintracht Frankfurt,34,25.1,17,1.99,67.8,9,46,-7,34,L1
Hannover 96,31,27.4,15,1.94,60.2,8,49,-2,34,L1
1.FC Nuremberg,33,25.8,21,1.74,57.45,16,31,-16,34,L1
VfL Bochum,33,25.9,17,1.27,41.95,12,41,-6,34,L1
Karlsruher SC,27,25.5,9,1.38,37.35,11,43,-15,34,L1
Arminia Bielefeld,34,26.4,11,1.03,34.85,15,34,-25,34,L1
FC Energie Cottbus,39,26.1,24,0.794,30.95,14,36,-21,34,L1
MSV Duisburg,38,26.3,21,0.768,29.2,18,29,-19,34,L1
FC Hansa Rostock,31,26.4,12,0.889,27.55,17,30,-22,34,L1
Bayern Munich,25,25.8,11,14.24,356.0,2,73,55,34,L1
Borussia Dortmund,30,24.6,13,7.2,215.95,1,81,55,34,L1
FC Schalke 04,39,24.7,21,3.98,155.23,3,64,30,34,L1
Bayer 04 Leverkusen,30,24.1,9,4.5,134.85,5,54,8,34,L1
VfL Wolfsburg,45,25.9,29,2.8,125.8,8,44,-13,34,L1
VfB Stuttgart,32,25.3,18,3.69,118.0,6,53,17,34,L1
SV Werder Bremen,38,24.3,17,2.95,111.95,9,42,-9,34,L1
TSG 1899 Hoffenheim,35,23.9,20,2.53,88.65,11,41,-6,34,L1
Borussia Mönchengladbach,28,24.4,15,3.15,88.3,4,60,25,34,L1
Hamburger SV,37,24.0,23,2.32,85.9,15,36,-22,34,L1
Hannover 96,31,25.7,17,2.48,76.8,7,48,-4,34,L1
SC Freiburg,37,25.0,17,1.88,69.43,12,40,-16,34,L1
1. FC Köln,34,24.7,17,1.77,60.18,17,30,-36,34,L1
1.FC Nuremberg,30,24.2,12,1.74,52.1,10,42,-11,34,L1
1.FSV Mainz 05,30,25.7,18,1.73,52.0,13,39,-4,34,L1
Hertha BSC,31,24.7,18,1.47,45.6,16,31,-26,34,L1
1.FC Kaiserslautern,37,24.3,22,1.15,42.6,18,23,-30,34,L1
FC Augsburg,32,26.2,15,1.2,38.35,14,38,-13,34,L1
Bayern Munich,28,27.8,14,6.35,177.88,1,75,35,34,L1
SV Werder Bremen,28,25.1,13,3.99,111.6,2,70,42,34,L1
Hamburger SV,35,24.6,17,3.05,106.9,3,68,23,34,L1
FC Schalke 04,32,25.2,16,2.72,87.18,4,61,16,34,L1
Bayer 04 Leverkusen,33,24.5,15,2.46,81.23,5,52,15,34,L1
Borussia Dortmund,35,23.6,14,2.24,78.53,7,46,3,34,L1
Hertha BSC,31,25.8,20,2.35,72.7,6,48,4,34,L1
VfB Stuttgart,33,26.0,13,2.12,69.8,9,43,-2,34,L1
VfL Wolfsburg,32,27.5,22,1.92,61.38,15,34,-22,34,L1
1.FC Nuremberg,32,25.2,16,1.63,52.13,8,44,-2,34,L1
Borussia Mönchengladbach,34,26.9,21,1.47,49.9,10,42,-8,34,L1
Hannover 96,33,25.5,13,1.37,45.35,12,38,-4,34,L1
1. FC Köln,37,26.5,16,1.18,43.63,17,30,-22,34,L1
Eintracht Frankfurt,32,26.1,13,1.25,39.95,14,36,-9,34,L1
1.FSV Mainz 05,31,25.9,9,1.22,37.75,11,38,-1,34,L1
1.FC Kaiserslautern,35,26.5,15,1.07,37.38,16,33,-24,34,L1
Arminia Bielefeld,33,26.3,15,0.995,32.85,13,37,-15,34,L1
MSV Duisburg,31,27.6,10,0.78,24.18,18,27,-29,34,L1
Bayern Munich,29,26.1,15,9.64,279.55,1,70,41,34,L1
VfL Wolfsburg,31,25.8,19,5.01,155.43,8,50,6,34,L1
SV Werder Bremen,38,24.4,17,3.79,143.95,3,61,31,34,L1
Hamburger SV,35,24.9,19,3.89,136.28,7,52,15,34,L1
FC Schalke 04,40,24.3,23,3.36,134.55,2,65,22,34,L1
Bayer 04 Leverkusen,30,24.6,14,4.43,132.9,4,59,27,34,L1
VfB Stuttgart,34,25.2,14,3.67,124.65,6,55,10,34,L1
Borussia Dortmund,34,24.0,13,3.22,109.4,5,57,12,34,L1
TSG 1899 Hoffenheim,33,23.3,16,2.95,97.5,11,42,2,34,L1
Hertha BSC,33,25.1,21,1.88,61.98,18,24,-22,34,L1
Eintracht Frankfurt,36,25.7,20,1.64,59.2,10,46,-7,34,L1
1. FC Köln,33,24.8,18,1.79,59.13,13,38,-9,34,L1
Borussia Mönchengladbach,30,25.5,15,1.83,55.0,12,39,-17,34,L1
Hannover 96,39,25.9,22,1.3,50.88,15,33,-24,34,L1
1.FSV Mainz 05,41,26.0,22,1.19,48.78,9,47,-6,34,L1
1.FC Nuremberg,33,24.8,16,1.44,47.5,16,31,-26,34,L1
VfL Bochum,32,26.5,16,1.25,39.9,17,28,-31,34,L1
SC Freiburg,32,24.8,20,1.23,39.45,14,35,-24,34,L1
Bayern Munich,29,26.2,14,8.14,235.95,2,67,29,34,L1
Hamburger SV,38,25.2,26,4.13,156.88,5,61,2,34,L1
SV Werder Bremen,35,24.2,17,4.27,149.45,10,45,14,34,L1
VfL Wolfsburg,35,25.5,24,3.95,138.33,1,69,39,34,L1
Bayer 04 Leverkusen,31,25.1,15,3.87,120.1,9,49,13,34,L1
VfB Stuttgart,34,25.0,13,3.5,119.05,3,64,20,34,L1
FC Schalke 04,34,24.9,19,3.47,118.05,8,50,12,34,L1
Borussia Dortmund,39,25.4,21,2.71,105.83,6,59,23,34,L1
Hertha BSC,31,24.9,21,2.84,88.1,4,63,7,34,L1
TSG 1899 Hoffenheim,34,23.7,14,2.34,79.65,7,55,14,34,L1
Hannover 96,35,26.0,17,1.84,64.38,11,40,-20,34,L1
Eintracht Frankfurt,34,25.0,20,1.86,63.4,13,33,-21,34,L1
1. FC Köln,32,26.3,20,1.54,49.3,12,39,-15,34,L1
Borussia Mönchengladbach,36,26.4,18,1.36,49.0,15,31,-23,34,L1
VfL Bochum,34,27.3,17,1.22,41.45,14,32,-16,34,L1
Karlsruher SC,27,26.8,10,1.14,30.9,17,29,-24,34,L1
Arminia Bielefeld,30,26.5,13,0.987,29.6,18,28,-27,34,L1
FC Energie Cottbus,35,27.5,22,0.844,29.53,16,30,-27,34,L1
