name,squad,ageAvg,foreigners,marketValueAvg,totalMarketValue,rank,points,teamAverage,teamMatches,leagueName
Chelsea FC,40,24.7,31,13.84,553.5,10,50,6,38,GB1
Manchester City,38,25.4,27,13.14,499.35,4,66,30,38,GB1
Arsenal FC,41,24.7,29,11.17,457.85,2,71,29,38,GB1
Manchester United,44,23.5,25,10.0,439.85,5,66,14,38,GB1
Liverpool FC,44,23.4,27,8.53,375.25,8,60,13,38,GB1
Tottenham Hotspur,31,23.7,16,12.0,371.85,3,70,34,38,GB1
Everton FC,39,25.7,21,6.41,249.85,11,47,4,38,GB1
Southampton FC,35,25.0,20,6.44,225.5,6,63,18,38,GB1
West Ham United,50,24.2,28,4.03,201.33,7,62,14,38,GB1
Newcastle United,42,24.5,27,4.71,198.0,18,37,-21,38,GB1
Leicester City,35,26.9,20,4.6,161.1,1,81,32,38,GB1
Stoke City,31,27.3,24,4.74,147.0,9,51,-14,38,GB1
Swansea City,36,25.8,27,4.05,145.8,12,47,-10,38,GB1
Watford FC,39,27.4,35,3.51,137.0,13,45,-10,38,GB1
Crystal Palace,38,26.6,20,3.57,135.7,15,42,-12,38,GB1
Aston Villa,44,24.5,23,2.68,117.95,20,17,-49,38,GB1
Norwich City,41,26.6,22,2.85,116.9,19,34,-28,38,GB1
West Bromwich Albion,35,26.4,22,3.23,113.1,14,43,-14,38,GB1
Sunderland AFC,42,26.5,27,2.65,111.25,17,39,-14,38,GB1
AFC Bournemouth,49,25.1,22,2.04,99.9,16,42,-22,38,GB1
Chelsea FC,49,24.8,41,14.01,686.7,1,93,52,38,GB1
Manchester City,35,26.4,28,16.47,576.5,3,78,41,38,GB1
Tottenham Hotspur,38,23.7,20,14.31,543.65,2,86,60,38,GB1
Arsenal FC,42,24.7,26,12.9,542.0,5,75,33,38,GB1
Manchester United,42,24.4,25,12.65,531.45,6,69,25,38,GB1
Liverpool FC,38,24.4,24,11.2,425.65,4,76,36,38,GB1
Everton FC,39,25.9,25,7.98,311.25,7,61,18,38,GB1
West Ham United,44,24.7,28,6.21,273.05,11,45,-17,38,GB1
Southampton FC,36,25.3,19,7.33,263.75,8,46,-7,38,GB1
Crystal Palace,45,26.1,26,5.08,228.43,14,41,-13,38,GB1
Leicester City,31,26.6,21,7.05,218.65,12,44,-15,38,GB1
Stoke City,34,27.1,27,5.47,186.0,13,44,-15,38,GB1
Watford FC,46,26.8,36,3.82,175.65,17,40,-28,38,GB1
Swansea City,37,26.9,28,4.25,157.1,15,41,-25,38,GB1
Hull City,42,26.0,23,3.23,135.85,18,34,-43,38,GB1
Sunderland AFC,42,25.3,27,3.14,132.0,20,24,-40,38,GB1
AFC Bournemouth,41,24.4,16,3.21,131.6,9,46,-12,38,GB1
Middlesbrough FC,35,27.3,21,3.68,128.8,19,28,-26,38,GB1
West Bromwich Albion,30,27.3,18,4.11,123.2,10,45,-8,38,GB1
Burnley FC,36,26.6,15,2.98,107.18,16,40,-16,38,GB1
Manchester City,34,25.1,23,30.84,1005.0,2,81,67,38,GB1
Liverpool FC,56,23.3,31,17.9,1000.0,1,99,52,38,GB1
Tottenham Hotspur,36,24.8,22,22.41,806.8,6,59,14,38,GB1
Chelsea FC,36,24.1,23,19.61,705.85,4,66,15,38,GB1
Manchester United,43,23.9,24,15.59,670.45,3,66,30,38,GB1
Arsenal FC,38,24.3,23,15.99,607.65,8,56,8,38,GB1
Everton FC,35,26.0,21,12.02,420.55,12,49,-12,38,GB1
Leicester City,32,25.9,18,12.85,411.1,5,62,26,38,GB1
Wolverhampton Wanderers,44,23.1,30,7.28,320.33,7,59,11,38,GB1
West Ham United,38,26.5,25,7.99,303.6,16,39,-13,38,GB1
AFC Bournemouth,39,24.8,17,6.98,272.18,18,34,-25,38,GB1
Newcastle United,41,26.0,23,6.16,252.48,13,44,-20,38,GB1
Aston Villa,38,25.7,22,6.1,231.7,17,35,-26,38,GB1
Southampton FC,36,24.4,18,5.85,210.75,11,52,-9,38,GB1
Brighton & Hove Albion,45,24.7,29,4.46,200.78,15,41,-15,38,GB1
Watford FC,43,25.7,28,4.64,199.6,19,34,-28,38,GB1
Crystal Palace,33,26.8,18,5.74,189.33,14,43,-19,38,GB1
Burnley FC,35,26.3,12,4.68,163.88,10,54,-7,38,GB1
Norwich City,38,25.5,25,3.82,145.33,20,21,-49,38,GB1
Sheffield United,34,27.3,16,4.08,138.6,9,54,0,38,GB1
Manchester City,36,24.9,23,29.01,1004.0,1,86,51,38,GB1
Liverpool FC,43,24.4,28,22.55,969.65,3,69,26,38,GB1
Chelsea FC,39,25.2,23,22.8,889.2,4,67,22,38,GB1
Manchester United,39,24.9,24,19.74,770.05,2,74,29,38,GB1
Tottenham Hotspur,41,24.6,23,17.16,703.5,7,62,23,38,GB1
Arsenal FC,42,24.4,26,14.74,619.25,8,61,16,38,GB1
Everton FC,44,24.7,26,11.62,511.2,10,59,-1,38,GB1
Leicester City,40,25.3,25,12.77,510.7,5,66,18,38,GB1
Wolverhampton Wanderers,38,23.9,32,11.85,450.3,13,45,-16,38,GB1
Aston Villa,53,23.3,24,8.13,430.75,11,55,9,38,GB1
West Ham United,39,26.5,23,8.59,334.9,6,65,15,38,GB1
Brighton & Hove Albion,46,24.3,29,6.31,290.4,16,41,-6,38,GB1
Southampton FC,39,24.5,20,7.25,282.8,15,43,-21,38,GB1
Newcastle United,33,26.9,18,7.74,255.35,12,45,-16,38,GB1
Fulham FC,38,26.4,30,6.31,239.75,18,28,-26,38,GB1
Leeds United,39,24.5,23,6.11,238.1,9,59,8,38,GB1
Crystal Palace,36,27.7,18,5.38,193.85,14,44,-25,38,GB1
Sheffield United,40,24.9,15,3.75,149.85,20,23,-43,38,GB1
West Bromwich Albion,43,26.1,17,3.28,141.15,19,26,-41,38,GB1
Burnley FC,32,26.6,11,4.13,132.3,17,39,-22,38,GB1
Manchester City,46,24.3,34,26.16,1200.0,1,98,72,38,GB1
Liverpool FC,39,24.7,25,30.06,1170.0,2,97,67,38,GB1
Chelsea FC,54,25.6,40,21.6,1170.0,3,72,24,38,GB1
Tottenham Hotspur,34,25.4,20,26.43,898.6,4,71,28,38,GB1
Manchester United,36,25.3,22,22.16,797.6,6,66,11,38,GB1
Arsenal FC,42,24.9,28,15.69,659.05,5,70,22,38,GB1
Everton FC,40,26.0,28,13.23,529.1,8,54,8,38,GB1
Leicester City,37,26.4,26,11.73,434.1,9,52,3,38,GB1
West Ham United,37,26.6,23,9.7,359.0,10,52,-3,38,GB1
AFC Bournemouth,37,25.7,17,8.38,310.0,14,45,-14,38,GB1
Southampton FC,40,24.9,18,7.64,305.4,16,39,-20,38,GB1
Wolverhampton Wanderers,40,24.1,26,7.57,302.9,7,57,1,38,GB1
Crystal Palace,36,26.4,21,8.03,289.0,12,49,-2,38,GB1
Fulham FC,33,25.7,26,7.7,254.25,19,26,-47,38,GB1
Newcastle United,37,26.0,23,6.61,244.65,13,45,-6,38,GB1
Watford FC,39,26.2,32,6.13,239.1,11,50,-7,38,GB1
Burnley FC,33,28.1,14,5.98,197.25,15,40,-23,38,GB1
Brighton & Hove Albion,41,25.8,29,4.74,194.35,17,36,-25,38,GB1
Huddersfield Town,33,25.3,21,4.17,137.45,20,16,-54,38,GB1
Cardiff City,35,27.3,20,3.23,113.0,18,34,-35,38,GB1
Chelsea FC,38,24.9,28,14.66,557.25,1,87,41,38,GB1
Manchester United,43,24.9,26,11.75,505.4,4,70,25,38,GB1
Manchester City,34,26.7,27,13.18,448.25,2,79,45,38,GB1
Arsenal FC,42,24.0,29,9.88,414.75,3,75,35,38,GB1
Liverpool FC,35,24.3,21,9.28,324.85,6,62,4,38,GB1
Tottenham Hotspur,42,24.7,25,7.24,304.15,5,64,5,38,GB1
Southampton FC,37,24.5,20,5.68,210.25,7,60,21,38,GB1
Everton FC,40,25.3,22,4.57,182.85,11,47,-2,38,GB1
Newcastle United,42,23.9,27,3.33,140.0,15,39,-23,38,GB1
West Ham United,36,25.8,21,3.78,135.9,12,47,-3,38,GB1
Swansea City,36,25.3,26,3.63,130.75,8,56,-3,38,GB1
Hull City,35,27.0,24,3.35,117.1,18,35,-18,38,GB1
Aston Villa,38,25.3,20,3.01,114.25,17,38,-26,38,GB1
Queens Park Rangers,41,26.0,25,2.74,112.25,20,30,-31,38,GB1
Stoke City,30,27.4,23,3.68,110.5,9,54,3,38,GB1
Crystal Palace,42,27.0,26,2.32,97.25,10,48,-4,38,GB1
West Bromwich Albion,34,26.5,23,2.82,95.95,13,44,-13,38,GB1
Sunderland AFC,34,25.8,20,2.68,91.0,16,38,-22,38,GB1
Leicester City,37,26.9,19,1.8,66.7,14,41,-9,38,GB1
Burnley FC,30,26.5,13,1.75,52.55,19,33,-25,38,GB1
Manchester City,39,24.3,23,25.74,1000.0,1,93,73,38,GB1
Liverpool FC,49,24.0,28,18.75,918.9,2,92,68,38,GB1
Chelsea FC,44,25.1,25,20.78,914.5,3,74,43,38,GB1
Manchester United,43,25.5,28,17.89,769.15,6,58,0,38,GB1
Tottenham Hotspur,45,23.5,26,15.32,689.35,4,71,29,38,GB1
Arsenal FC,41,23.4,24,14.95,613.05,5,69,13,38,GB1
Leicester City,40,25.1,24,13.16,526.55,8,52,3,38,GB1
Aston Villa,44,24.2,21,11.09,487.75,14,45,-2,38,GB1
Everton FC,42,25.5,22,11.41,479.05,16,39,-23,38,GB1
Wolverhampton Wanderers,38,24.4,30,9.92,376.95,10,51,-5,38,GB1
West Ham United,36,26.0,20,9.86,354.9,7,56,9,38,GB1
Brighton & Hove Albion,43,24.1,30,7.4,318.0,9,51,-2,38,GB1
Newcastle United,34,27.4,18,9.23,313.9,11,49,-18,38,GB1
Leeds United,35,23.5,18,8.56,299.45,17,38,-37,38,GB1
Southampton FC,33,25.1,18,8.31,274.3,15,40,-24,38,GB1
Brentford FC,38,24.3,26,7.19,273.3,13,46,-8,38,GB1
Crystal Palace,33,25.9,16,8.21,271.05,12,48,4,38,GB1
Norwich City,45,24.2,28,3.63,163.2,20,22,-61,38,GB1
Watford FC,47,25.8,36,3.32,156.2,19,23,-43,38,GB1
Burnley FC,35,27.3,16,3.94,138.05,18,35,-19,38,GB1
Manchester City,32,25.1,21,31.53,1010.0,1,100,79,38,GB1
Chelsea FC,46,24.7,33,19.22,884.25,5,70,24,38,GB1
Liverpool FC,35,24.9,21,24.5,857.5,4,75,46,38,GB1
Manchester United,35,26.1,22,24.27,849.5,2,81,40,38,GB1
Tottenham Hotspur,34,24.7,22,24.4,829.6,3,77,38,38,GB1
Arsenal FC,45,24.8,27,15.42,694.0,6,63,23,38,GB1
Everton FC,48,24.9,30,7.94,381.25,8,49,-14,38,GB1
Leicester City,34,26.5,21,8.95,304.25,9,47,-4,38,GB1
Southampton FC,29,25.8,16,10.24,297.0,17,36,-19,38,GB1
West Ham United,41,25.3,24,6.36,260.6,13,42,-20,38,GB1
Crystal Palace,41,25.8,23,5.38,220.73,11,44,-10,38,GB1
Newcastle United,37,25.4,25,5.63,208.28,10,44,-8,38,GB1
Watford FC,37,26.8,28,5.3,196.0,14,41,-20,38,GB1
Stoke City,35,26.2,27,5.5,192.45,19,33,-33,38,GB1
Burnley FC,30,27.8,16,5.64,169.3,7,54,-3,38,GB1
West Bromwich Albion,33,26.5,17,5.03,165.95,20,31,-25,38,GB1
Swansea City,36,26.3,25,4.6,165.49,18,33,-28,38,GB1
Brighton & Hove Albion,39,26.7,27,3.8,148.2,15,40,-20,38,GB1
AFC Bournemouth,35,26.0,14,4.13,144.5,12,44,-16,38,GB1
Huddersfield Town,35,25.6,19,3.03,106.05,16,37,-30,38,GB1
Chelsea FC,33,26.5,24,13.59,448.6,3,83,44,38,GB1
Manchester United,42,23.9,26,10.14,425.95,1,90,44,38,GB1
Liverpool FC,33,24.8,27,10.39,342.85,2,86,50,38,GB1
Arsenal FC,41,22.2,31,7.6,311.45,4,72,31,38,GB1
Tottenham Hotspur,43,23.7,24,6.49,279.1,8,51,0,38,GB1
Manchester City,38,24.6,26,6.65,252.85,10,50,8,38,GB1
Everton FC,32,24.8,16,5.95,190.33,5,63,18,38,GB1
Aston Villa,32,25.1,14,4.79,153.35,6,62,6,38,GB1
Portsmouth FC,36,27.6,22,4.24,152.6,14,41,-19,38,GB1
Newcastle United,38,24.8,22,3.54,134.55,18,34,-19,38,GB1
West Ham United,40,25.2,20,3.35,133.9,9,51,-3,38,GB1
Sunderland AFC,44,25.5,29,2.51,110.3,16,36,-20,38,GB1
Wigan Athletic,35,26.5,22,2.96,103.75,11,45,-11,38,GB1
Blackburn Rovers,36,26.1,27,2.53,91.2,15,41,-20,38,GB1
Middlesbrough FC,33,23.2,14,2.59,85.45,19,32,-29,38,GB1
Fulham FC,38,26.2,24,2.21,83.85,7,53,5,38,GB1
Bolton Wanderers,33,25.9,20,2.47,81.65,13,41,-12,38,GB1
West Bromwich Albion,35,24.9,25,1.89,66.1,20,32,-31,38,GB1
Hull City,35,27.9,17,1.85,64.7,17,35,-25,38,GB1
Stoke City,38,26.8,19,1.67,63.45,12,45,-17,38,GB1
Manchester City,41,24.8,29,12.25,502.1,2,78,32,38,GB1
Manchester United,41,24.7,24,11.16,457.5,1,89,43,38,GB1
Chelsea FC,34,25.9,25,13.36,454.25,3,75,36,38,GB1
Arsenal FC,42,24.0,35,7.07,296.9,4,73,35,38,GB1
Tottenham Hotspur,41,25.5,21,7.24,296.8,5,72,20,38,GB1
Liverpool FC,41,23.5,21,6.73,276.1,7,61,28,38,GB1
Newcastle United,39,24.6,26,5.17,201.75,16,41,-23,38,GB1
Everton FC,29,25.7,20,4.82,139.75,6,63,15,38,GB1
Sunderland AFC,37,25.3,19,3.62,133.9,17,39,-13,38,GB1
Queens Park Rangers,38,28.7,22,3.16,120.05,20,25,-30,38,GB1
Fulham FC,37,27.4,32,3.0,110.85,12,43,-10,38,GB1
Aston Villa,33,24.7,21,3.35,110.5,15,41,-22,38,GB1
Stoke City,30,28.3,17,3.47,104.05,13,42,-11,38,GB1
West Ham United,39,25.6,20,2.64,103.0,10,46,-8,38,GB1
Swansea City,33,26.2,22,3.1,102.25,9,46,-4,38,GB1
West Bromwich Albion,32,26.0,23,2.91,93.0,8,49,-4,38,GB1
Wigan Athletic,37,25.8,29,2.47,91.55,18,36,-26,38,GB1
Southampton FC,40,24.8,16,2.08,83.05,14,41,-11,38,GB1
Norwich City,36,25.9,16,2.03,73.25,11,44,-17,38,GB1
Reading FC,35,26.3,25,1.32,46.25,19,28,-30,38,GB1
Chelsea FC,36,25.9,27,12.55,451.95,1,86,71,38,GB1
Manchester United,40,25.0,25,9.62,384.88,2,85,58,38,GB1
Liverpool FC,34,24.6,25,9.75,331.55,7,63,26,38,GB1
Arsenal FC,45,22.7,31,6.98,314.3,3,75,42,38,GB1
Manchester City,40,25.1,25,7.81,312.5,5,67,28,38,GB1
Tottenham Hotspur,41,24.3,20,6.43,263.53,4,70,26,38,GB1
Everton FC,42,24.1,23,5.21,218.93,8,61,11,38,GB1
Aston Villa,31,26.5,13,5.4,167.38,6,64,13,38,GB1
Sunderland AFC,38,25.5,26,3.46,131.58,13,44,-8,38,GB1
West Ham United,35,24.8,20,3.48,121.75,17,35,-19,38,GB1
Fulham FC,41,26.5,26,2.47,101.18,12,46,-7,38,GB1
Portsmouth FC,45,26.4,29,2.15,96.65,20,19,-32,38,GB1
Blackburn Rovers,35,26.3,29,2.62,91.63,10,50,-14,38,GB1
Bolton Wanderers,32,26.3,18,2.68,85.8,14,39,-25,38,GB1
Stoke City,38,26.9,19,2.12,80.65,11,47,-14,38,GB1
Wigan Athletic,36,26.2,27,2.16,77.6,16,36,-42,38,GB1
Hull City,37,27.0,23,1.98,73.2,19,30,-41,38,GB1
Birmingham City,36,26.5,18,1.93,69.65,9,50,-9,38,GB1
Wolverhampton Wanderers,37,25.1,20,1.77,65.48,15,38,-24,38,GB1
Burnley FC,33,26.0,20,1.46,48.15,18,30,-40,38,GB1
Manchester City,36,25.4,24,13.85,498.6,1,89,64,38,GB1
Manchester United,41,24.6,24,9.86,404.1,2,89,56,38,GB1
Chelsea FC,32,26.7,21,11.73,375.5,6,64,19,38,GB1
Arsenal FC,45,24.2,35,8.05,362.43,3,70,25,38,GB1
Tottenham Hotspur,50,25.2,27,6.47,323.5,4,69,25,38,GB1
Liverpool FC,31,25.6,18,7.64,236.9,8,52,7,38,GB1
Everton FC,36,26.3,25,4.72,169.95,7,56,10,38,GB1
Newcastle United,37,24.8,21,4.37,161.7,5,65,5,38,GB1
Sunderland AFC,36,25.5,20,3.51,126.5,13,45,-1,38,GB1
Aston Villa,37,25.6,23,3.34,123.5,16,38,-16,38,GB1
Fulham FC,36,27.1,28,2.78,100.0,9,52,-3,38,GB1
Bolton Wanderers,38,25.9,19,2.37,90.05,18,36,-31,38,GB1
Stoke City,32,28.5,15,2.55,81.65,14,45,-17,38,GB1
Queens Park Rangers,48,27.6,25,1.7,81.38,17,37,-23,38,GB1
Blackburn Rovers,37,25.4,26,2.16,80.0,19,31,-30,38,GB1
Wolverhampton Wanderers,37,25.0,24,2.11,78.05,20,25,-42,38,GB1
Swansea City,34,25.5,21,2.22,75.6,11,47,-7,38,GB1
Wigan Athletic,30,26.2,22,2.48,74.25,15,43,-20,38,GB1
West Bromwich Albion,36,26.0,24,1.93,69.55,10,47,-7,38,GB1
Norwich City,29,25.5,12,2.03,58.75,12,47,-14,38,GB1
Chelsea FC,33,25.5,23,12.85,424.1,2,71,36,38,GB1
Manchester City,45,24.4,28,8.98,404.18,3,71,27,38,GB1
Manchester United,43,25.1,29,9.02,388.0,1,80,41,38,GB1
Liverpool FC,42,24.5,25,8.08,339.2,6,58,15,38,GB1
Arsenal FC,34,24.4,27,9.53,324.0,4,68,29,38,GB1
Tottenham Hotspur,38,25.7,22,8.09,307.38,5,62,9,38,GB1
Aston Villa,39,26.1,20,5.2,202.8,9,48,-11,38,GB1
Everton FC,32,24.9,21,5.76,184.48,7,54,6,38,GB1
Sunderland AFC,39,24.7,20,3.83,149.33,10,47,-11,38,GB1
West Ham United,40,25.9,24,3.47,138.75,20,33,-27,38,GB1
Newcastle United,38,24.7,17,3.14,119.48,12,46,-1,38,GB1
Fulham FC,34,28.5,27,3.22,109.55,8,49,6,38,GB1
Bolton Wanderers,34,26.4,18,2.95,100.15,14,46,-4,38,GB1
Birmingham City,34,26.8,18,2.81,95.38,18,39,-21,38,GB1
Stoke City,33,27.9,20,2.86,94.45,13,46,-2,38,GB1
Blackburn Rovers,37,26.1,29,2.47,91.53,15,43,-13,38,GB1
West Bromwich Albion,37,25.2,24,2.35,86.88,11,47,-15,38,GB1
Wolverhampton Wanderers,42,24.7,25,1.99,83.55,17,40,-20,38,GB1
Wigan Athletic,35,25.0,24,2.3,80.5,16,42,-21,38,GB1
Blackpool FC,45,25.2,23,1.11,50.03,19,39,-23,38,GB1
Chelsea FC,49,24.7,40,11.92,584.2,3,82,44,38,GB1
Manchester City,27,26.8,21,16.88,455.8,1,86,65,38,GB1
Manchester United,37,25.5,24,10.88,402.55,7,64,21,38,GB1
Arsenal FC,41,24.5,34,9.41,385.75,4,79,27,38,GB1
Liverpool FC,36,24.1,25,8.77,315.75,2,84,51,38,GB1
Tottenham Hotspur,41,23.8,22,7.05,288.95,6,69,4,38,GB1
Everton FC,34,26.0,23,6.18,210.0,5,72,22,38,GB1
Newcastle United,37,24.8,27,4.66,172.3,10,49,-16,38,GB1
Southampton FC,35,24.2,17,3.76,131.5,8,56,8,38,GB1
Swansea City,36,25.7,28,3.58,128.93,12,42,0,38,GB1
Sunderland AFC,39,25.6,28,3.13,122.0,14,38,-19,38,GB1
Fulham FC,48,25.9,36,2.35,112.65,19,32,-45,38,GB1
West Ham United,45,25.9,26,2.43,109.5,13,40,-11,38,GB1
Aston Villa,36,24.7,22,3.04,109.5,15,38,-22,38,GB1
Stoke City,33,26.5,22,3.17,104.7,9,50,-7,38,GB1
West Bromwich Albion,33,27.2,24,2.75,90.8,17,36,-16,38,GB1
Norwich City,32,26.6,18,2.79,89.3,18,33,-34,38,GB1
Cardiff City,42,25.3,26,2.09,87.9,20,30,-42,38,GB1
Crystal Palace,45,26.6,24,1.53,68.7,11,45,-15,38,GB1
Hull City,34,27.2,23,2.0,68.15,16,37,-15,38,GB1
Chelsea FC,39,25.2,25,11.14,434.35,2,85,39,38,GB1
Manchester United,38,24.7,21,9.33,354.55,1,87,58,38,GB1
Liverpool FC,41,23.4,26,7.45,305.65,4,76,39,38,GB1
Arsenal FC,35,22.8,30,7.5,262.4,3,83,43,38,GB1
Tottenham Hotspur,38,24.3,21,5.8,220.5,11,46,5,38,GB1
Everton FC,32,25.3,18,4.85,155.3,5,65,22,38,GB1
Manchester City,35,24.4,23,4.29,150.1,9,55,-8,38,GB1
Portsmouth FC,34,26.3,23,4.16,141.3,8,57,8,38,GB1
Newcastle United,33,25.6,21,4.1,135.2,12,43,-20,38,GB1
Middlesbrough FC,34,24.5,15,3.56,120.9,13,42,-10,38,GB1
West Ham United,36,26.1,16,3.33,120.0,10,49,-8,38,GB1
Aston Villa,25,25.2,10,4.48,112.1,6,60,20,38,GB1
Bolton Wanderers,42,25.8,30,2.48,104.2,16,37,-18,38,GB1
Fulham FC,43,27.7,33,2.3,99.05,17,36,-22,38,GB1
Blackburn Rovers,38,25.5,31,2.39,90.85,7,58,2,38,GB1
Sunderland AFC,45,25.0,33,1.86,83.75,15,39,-23,38,GB1
Birmingham City,33,24.7,22,2.52,83.25,19,35,-16,38,GB1
Wigan Athletic,35,26.8,23,2.22,77.75,14,40,-17,38,GB1
Reading FC,43,24.9,30,1.53,65.93,18,36,-25,38,GB1
Derby County,41,26.7,23,1.23,50.4,20,11,-69,38,GB1
Chelsea FC,37,24.2,25,11.27,416.81,2,83,40,38,GB1
Arsenal FC,38,23.3,32,7.32,278.18,4,68,28,38,GB1
Manchester United,38,24.5,19,6.82,259.15,1,89,56,38,GB1
Liverpool FC,38,24.1,25,6.31,239.77,3,68,30,38,GB1
Tottenham Hotspur,38,24.1,20,4.36,165.73,5,60,3,38,GB1
Newcastle United,35,25.5,23,4.34,152.05,13,43,-9,38,GB1
Aston Villa,34,26.0,19,3.22,109.5,11,50,2,38,GB1
Everton FC,30,26.4,19,3.65,109.45,6,58,16,38,GB1
West Ham United,35,25.9,14,3.01,105.45,15,41,-24,38,GB1
Portsmouth FC,31,27.4,20,3.13,97.08,9,54,3,38,GB1
Middlesbrough FC,35,24.4,16,2.75,96.32,12,46,-5,38,GB1
Manchester City,32,25.6,16,2.78,89.0,14,42,-15,38,GB1
Fulham FC,37,27.3,29,2.29,84.68,16,39,-22,38,GB1
Blackburn Rovers,31,27.4,24,2.55,78.9,10,52,-2,38,GB1
Wigan Athletic,37,27.1,25,2.03,74.93,17,38,-22,38,GB1
Bolton Wanderers,34,25.6,26,2.13,72.38,7,56,-5,38,GB1
Charlton Athletic,37,25.7,25,1.93,71.47,19,34,-26,38,GB1
Sheffield United,43,26.4,20,1.01,43.36,18,38,-23,38,GB1
Watford FC,43,23.8,21,0.767,32.97,20,28,-30,38,GB1
Reading FC,38,24.4,26,0.865,32.88,8,55,5,38,GB1
Chelsea FC,31,24.4,24,10.69,331.48,1,95,57,38,GB1
Manchester United,37,24.2,25,7.93,293.23,3,77,32,38,GB1
Arsenal FC,37,23.4,29,6.68,247.0,2,83,51,38,GB1
Liverpool FC,38,24.8,26,5.85,222.13,5,58,11,38,GB1
Tottenham Hotspur,37,24.6,21,3.44,127.25,9,52,6,38,GB1
Newcastle United,32,25.4,15,3.93,125.9,14,44,-10,38,GB1
Birmingham City,37,26.1,21,2.86,105.98,12,45,-6,38,GB1
Manchester City,34,26.1,21,2.77,94.3,8,52,8,38,GB1
Middlesbrough FC,32,25.7,13,2.78,88.93,7,55,7,38,GB1
Southampton FC,41,25.9,25,2.08,85.48,20,32,-21,38,GB1
Aston Villa,26,24.7,16,3.24,84.18,10,47,-7,38,GB1
Everton FC,27,26.8,16,2.75,74.28,4,61,-1,38,GB1
Blackburn Rovers,35,27.1,26,2.11,73.88,15,42,-11,38,GB1
Fulham FC,34,25.9,23,1.92,65.23,13,44,-8,38,GB1
Bolton Wanderers,29,28.0,20,2.19,63.58,6,58,5,38,GB1
Portsmouth FC,36,26.0,23,1.75,63.0,16,39,-16,38,GB1
Charlton Athletic,26,26.5,15,2.22,57.8,11,46,-16,38,GB1
West Bromwich Albion,32,27.1,19,1.58,50.4,17,34,-25,38,GB1
Crystal Palace,35,24.8,17,1.1,38.53,18,33,-21,38,GB1
Norwich City,27,27.0,12,1.15,30.95,19,33,-35,38,GB1
Chelsea FC,30,24.8,21,12.11,363.43,1,91,50,38,GB1
Manchester United,34,24.8,21,7.49,254.58,2,83,38,38,GB1
Arsenal FC,37,23.7,30,6.28,232.33,4,67,37,38,GB1
Liverpool FC,37,24.4,27,5.85,216.35,3,82,32,38,GB1
Tottenham Hotspur,32,25.8,16,4.82,154.33,5,65,15,38,GB1
Newcastle United,32,26.0,13,4.7,150.48,7,58,5,38,GB1
Middlesbrough FC,39,25.2,18,2.42,94.38,14,45,-10,38,GB1
Everton FC,31,26.8,19,3.0,92.92,11,50,-15,38,GB1
Manchester City,32,25.8,17,2.87,91.9,15,43,-5,38,GB1
Aston Villa,30,25.2,17,2.97,89.0,16,42,-13,38,GB1
Portsmouth FC,36,27.0,29,2.39,86.13,17,38,-25,38,GB1
Charlton Athletic,36,26.0,21,2.29,82.43,13,47,-14,38,GB1
Birmingham City,33,26.5,18,2.48,81.83,18,34,-22,38,GB1
Fulham FC,33,27.2,24,2.15,70.88,12,48,-10,38,GB1
West Bromwich Albion,32,26.1,14,2.05,65.55,19,30,-27,38,GB1
Blackburn Rovers,27,27.7,21,2.36,63.8,6,63,9,38,GB1
West Ham United,33,25.2,14,1.9,62.55,9,55,-3,38,GB1
Bolton Wanderers,32,26.3,23,1.93,61.85,8,56,8,38,GB1
Wigan Athletic,30,27.8,18,1.73,51.92,10,51,-7,38,GB1
Sunderland AFC,30,24.6,20,1.05,31.55,20,15,-43,38,GB1
Galatasaray,43,25.4,20,3.02,129.8,1,69,36,34,TR1
Fenerbahce,47,26.1,20,2.2,103.5,6,46,0,34,TR1
Besiktas JK,42,26.6,18,1.85,77.75,3,65,26,34,TR1
Trabzonspor,38,25.0,13,1.59,60.3,4,63,18,34,TR1
Basaksehir FK,42,28.3,22,1.3,54.63,2,67,27,34,TR1
Alanyaspor,34,28.2,17,1.16,39.45,9,44,-6,34,TR1
Kasimpasa,35,24.2,16,0.981,34.35,14,39,-9,34,TR1
Caykur Rizespor,45,25.8,24,0.656,29.5,11,41,-2,34,TR1
Bursaspor,38,24.8,14,0.741,28.15,16,37,-9,34,TR1
Yeni Malatyaspor,47,25.1,16,0.527,24.75,5,47,1,34,TR1
Sivasspor,30,28.2,14,0.77,23.1,12,41,-5,34,TR1
Konyaspor,41,26.4,18,0.549,22.53,8,44,2,34,TR1
Antalyaspor,44,25.7,14,0.484,21.28,7,45,-16,34,TR1
MKE Ankaragücü,50,27.7,26,0.422,21.08,13,40,-15,34,TR1
Kayserispor,34,25.7,13,0.571,19.43,10,41,-15,34,TR1
Göztepe,37,26.1,17,0.52,19.25,15,38,-5,34,TR1
Büyüksehir Belediye Erzurumspor,35,27.4,17,0.458,16.03,17,35,-7,34,TR1
Akhisarspor,39,27.7,16,0.302,11.78,18,27,-21,34,TR1
Galatasaray,42,26.1,21,2.5,105.13,6,56,18,34,TR1
Trabzonspor,42,24.4,17,2.07,87.03,2,65,34,34,TR1
Fenerbahce,39,25.8,14,1.95,76.0,7,53,12,34,TR1
Besiktas JK,37,26.0,17,1.71,63.25,3,62,19,34,TR1
Basaksehir FK,38,28.2,20,1.42,53.85,1,69,31,34,TR1
